original_id,value,unit,year,current_metric_type,new_metric_type,context_preview,sector,country,company_size,reason,confidence
0,26.08,percentage,2024,general_rate,productivity_metric,"experiments and 4,867 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed ...",,,,Reclassify based on context: productivity_metric,0.8
1,10.3,percentage,2024,general_rate,productivity_metric,"7 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed tasks among develope...",,,,Reclassify based on context: productivity_metric,0.8
2,80.0,percentage,2024,general_rate,employment_metric,"that generative ai can per- form tasks associated with over 80% of u.s. jobs, with particularly high...",,,,Reclassify based on context: employment_metric,0.8
3,13.55,percentage,2024,general_rate,productivity_metric,"y interest, our results support this interpretation, with a 13.55% (se: 10.0%) increase in the numbe...",,,,Reclassify based on context: productivity_metric,0.8
4,38.38,percentage,2024,general_rate,productivity_metric,.0%) increase in the number of code updates (commits) and a 38.38% (se: 12.55%) increase in the numb...,,,,Reclassify based on context: productivity_metric,0.8
5,12.0,percentage,2024,general_rate,growth_metric,ic the day-to-day work at a consulting company increased by 12%–25%. evidence from these experiments...,,,,Reclassify based on context: growth_metric,0.8
6,50.4,percentage,2024,general_rate,productivity_metric,"rimarily located in the united states. of these developers, 50.4% were randomly selected to receive ...",,,,Reclassify based on context: productivity_metric,0.8
7,61.3,percentage,2024,general_rate,productivity_metric,"t asia. randomization occurred at the developer level, with 61.3% of the 320 developers assigned to ...",,,,Reclassify based on context: productivity_metric,0.8
10,34.01,percentage,2024,general_rate,productivity_metric,.90% > 0) 0 10 20 30 40 percent(%) 0 1 2 3 4 (c) anonymous (34.01% > 0) figure 1: distribution of pu...,,,,Reclassify based on context: productivity_metric,0.8
11,8.5,percentage,2024,general_rate,productivity_metric,"uring the first two weeks of the microsoft experiment, only 8.5 % of the treated group signed up for...",,,,Reclassify based on context: productivity_metric,0.8
12,42.5,percentage,2023,general_rate,growth_metric,2023. these additional emails increased the take-up rate to 42.5% within two weeks. as discussed bef...,,,,Reclassify based on context: growth_metric,0.8
13,0.5,percentage,2024,general_rate,productivity_metric,p was not perfect because a few control group de- velopers (0.5%) required access to copilot to work...,,,,Reclassify based on context: productivity_metric,0.8
14,69.4,percentage,2024,general_rate,adoption_metric,"group. by april 2024, the treated group’s adoption rate was 69.4%, while the control group’s adoptio...",,,,Reclassify based on context: adoption_metric,0.8
15,100.0,percentage,2024,general_rate,adoption_metric,"nts. despite this, the adoption rate is significantly below 100% in all three experiments, with arou...",,,,Reclassify based on context: adoption_metric,0.8
16,21.34,percentage,2024,general_rate,productivity_metric,"the number of pull requests made by developers increases by 21.34% (se: 9.92%), the number of commit...",,,,Reclassify based on context: productivity_metric,0.8
17,15.39,percentage,2024,general_rate,productivity_metric,"s by 21.34% (se: 9.92%), the number of commits increases by 15.39% (se: 9.69%), and the number of bu...",,,,Reclassify based on context: productivity_metric,0.8
18,4.3,percentage,2024,general_rate,productivity_metric,e 5 reveals that higher-tenure developers are approximately 4.3% (or 1.0pp) less likely to accept co...,,,,Reclassify based on context: productivity_metric,0.8
20,7.0,percentage,2024,general_rate,productivity_metric,to 40% while senior developers have more marginal gains of 7% to 16%. the estimates for above- and b...,,,,Reclassify based on context: productivity_metric,0.8
21,150.0,percentage,2024,general_rate,productivity_metric,59 24 28 -5 39 19 19 -6 57 18 9 8 2 -2 -5 -0 -50 0 50 100 150 % increase in outcome pull requests co...,,,,Reclassify based on context: productivity_metric,0.8
23,2025.0,number,2025,unknown_metric,reference_year,"sonia jaffe, leon musolff, sida peng, and tobias salz june 2025 abstract this study evaluates the ef...",,,,Classify unknown metric as: reference_year,0.75
595,26.08,percentage,2024,general_rate,productivity_metric,"experiments and 4,867 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed ...",,,,Reclassify based on context: productivity_metric,0.8
596,10.3,percentage,2024,general_rate,productivity_metric,"7 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed tasks among develope...",,,,Reclassify based on context: productivity_metric,0.8
597,80.0,percentage,2024,general_rate,employment_metric,"that generative ai can per- form tasks associated with over 80% of u.s. jobs, with particularly high...",,,,Reclassify based on context: employment_metric,0.8
598,13.55,percentage,2024,general_rate,productivity_metric,"y interest, our results support this interpretation, with a 13.55% (se: 10.0%) increase in the numbe...",,,,Reclassify based on context: productivity_metric,0.8
599,38.38,percentage,2024,general_rate,productivity_metric,.0%) increase in the number of code updates (commits) and a 38.38% (se: 12.55%) increase in the numb...,,,,Reclassify based on context: productivity_metric,0.8
600,12.0,percentage,2024,general_rate,growth_metric,ic the day-to-day work at a consulting company increased by 12%–25%. evidence from these experiments...,,,,Reclassify based on context: growth_metric,0.8
601,50.4,percentage,2024,general_rate,productivity_metric,"rimarily located in the united states. of these developers, 50.4% were randomly selected to receive ...",,,,Reclassify based on context: productivity_metric,0.8
602,61.3,percentage,2024,general_rate,productivity_metric,"t asia. randomization occurred at the developer level, with 61.3% of the 320 developers assigned to ...",,,,Reclassify based on context: productivity_metric,0.8
605,34.01,percentage,2024,general_rate,productivity_metric,.90% > 0) 0 10 20 30 40 percent(%) 0 1 2 3 4 (c) anonymous (34.01% > 0) figure 1: distribution of pu...,,,,Reclassify based on context: productivity_metric,0.8
606,8.5,percentage,2024,general_rate,productivity_metric,"uring the first two weeks of the microsoft experiment, only 8.5 % of the treated group signed up for...",,,,Reclassify based on context: productivity_metric,0.8
607,42.5,percentage,2023,general_rate,growth_metric,2023. these additional emails increased the take-up rate to 42.5% within two weeks. as discussed bef...,,,,Reclassify based on context: growth_metric,0.8
608,0.5,percentage,2024,general_rate,productivity_metric,p was not perfect because a few control group de- velopers (0.5%) required access to copilot to work...,,,,Reclassify based on context: productivity_metric,0.8
609,69.4,percentage,2024,general_rate,adoption_metric,"group. by april 2024, the treated group’s adoption rate was 69.4%, while the control group’s adoptio...",,,,Reclassify based on context: adoption_metric,0.8
610,100.0,percentage,2024,general_rate,adoption_metric,"nts. despite this, the adoption rate is significantly below 100% in all three experiments, with arou...",,,,Reclassify based on context: adoption_metric,0.8
611,21.34,percentage,2024,general_rate,productivity_metric,"the number of pull requests made by developers increases by 21.34% (se: 9.92%), the number of commit...",,,,Reclassify based on context: productivity_metric,0.8
612,15.39,percentage,2024,general_rate,productivity_metric,"s by 21.34% (se: 9.92%), the number of commits increases by 15.39% (se: 9.69%), and the number of bu...",,,,Reclassify based on context: productivity_metric,0.8
613,4.3,percentage,2024,general_rate,productivity_metric,e 5 reveals that higher-tenure developers are approximately 4.3% (or 1.0pp) less likely to accept co...,,,,Reclassify based on context: productivity_metric,0.8
615,7.0,percentage,2024,general_rate,productivity_metric,to 40% while senior developers have more marginal gains of 7% to 16%. the estimates for above- and b...,,,,Reclassify based on context: productivity_metric,0.8
616,150.0,percentage,2024,general_rate,productivity_metric,59 24 28 -5 39 19 19 -6 57 18 9 8 2 -2 -5 -0 -50 0 50 100 150 % increase in outcome pull requests co...,,,,Reclassify based on context: productivity_metric,0.8
618,2025.0,number,2025,unknown_metric,reference_year,"sonia jaffe, leon musolff, sida peng, and tobias salz june 2025 abstract this study evaluates the ef...",,,,Classify unknown metric as: reference_year,0.75
4893,26.08,percentage,2024,general_rate,productivity_metric,"experiments and 4,867 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed ...",,,,Reclassify based on context: productivity_metric,0.8
4894,10.3,percentage,2024,general_rate,productivity_metric,"7 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed tasks among develope...",,,,Reclassify based on context: productivity_metric,0.8
4895,80.0,percentage,2024,general_rate,employment_metric,"that generative ai can per- form tasks associated with over 80% of u.s. jobs, with particularly high...",,,,Reclassify based on context: employment_metric,0.8
4896,13.55,percentage,2024,general_rate,productivity_metric,"y interest, our results support this interpretation, with a 13.55% (se: 10.0%) increase in the numbe...",,,,Reclassify based on context: productivity_metric,0.8
4897,38.38,percentage,2024,general_rate,productivity_metric,.0%) increase in the number of code updates (commits) and a 38.38% (se: 12.55%) increase in the numb...,,,,Reclassify based on context: productivity_metric,0.8
4898,12.0,percentage,2024,general_rate,growth_metric,ic the day-to-day work at a consulting company increased by 12%–25%. evidence from these experiments...,,,,Reclassify based on context: growth_metric,0.8
