original_id,value,unit,year,metric_type,context_preview,reason,confidence
22,12.0,percentage,2024,growth_metric,signed to mimic the day-to-day work at a consulting company increased by 12%–25%. evidence from thes...,Duplicate record (same value/unit/year/context),0.85
24,2023.0,energy_unit,2024,unknown_metric,"ls can be used to estimate demand (brand, israeli, and ngwe 2023; goli and singh 2024; gui and toubi...",Energy unit is a misclassified year/reference,0.95
25,24.0,billions_usd,2024,adoption_metric,"9
1
cumulative rate
oct 23
nov 23
dec 23
jan 24
feb 24
mar 24
date
invite
adopt
(c) anonymous compan...",Duplicate record (same value/unit/year/context),0.85
26,4.0,percentage,2024,adoption_metric,"4%, while the control group’s adoption rate was 24",Duplicate record (same value/unit/year/context),0.85
27,21.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
28,40.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
29,7.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
30,16.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
31,26.08,percentage,2024,impact_metrics,"oisy, when data is combined across three experiments and 4,867 de- velopers, our analysis reveals a ...",Duplicate record (same value/unit/year/context),0.85
32,58.0,percentage,2024,impact_metrics,nan,Duplicate record (same value/unit/year/context),0.85
617,12.0,percentage,2024,growth_metric,signed to mimic the day-to-day work at a consulting company increased by 12%–25%. evidence from thes...,Duplicate record (same value/unit/year/context),0.85
619,2023.0,energy_unit,2024,unknown_metric,"ls can be used to estimate demand (brand, israeli, and ngwe 2023; goli and singh 2024; gui and toubi...",Energy unit is a misclassified year/reference,0.95
620,24.0,billions_usd,2024,adoption_metric,"9
1
cumulative rate
oct 23
nov 23
dec 23
jan 24
feb 24
mar 24
date
invite
adopt
(c) anonymous compan...",Duplicate record (same value/unit/year/context),0.85
621,4.0,percentage,2024,adoption_metric,"4%, while the control group’s adoption rate was 24",Duplicate record (same value/unit/year/context),0.85
622,21.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
623,40.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
624,7.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
625,16.0,percentage,2024,profit_metric,"still, there is no difference in usage conditional on adoption
between junior and senior developers ...",Duplicate record (same value/unit/year/context),0.85
626,26.08,percentage,2024,impact_metrics,"oisy, when data is combined across three experiments and 4,867 de- velopers, our analysis reveals a ...",Duplicate record (same value/unit/year/context),0.85
627,58.0,percentage,2024,impact_metrics,nan,Duplicate record (same value/unit/year/context),0.85
628,26.08,percentage,2025,growth_rate,"experiments and 4,867 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed ...",Duplicate record (same value/unit/year/context),0.85
629,10.3,percentage,2025,growth_rate,"7 de- velopers, our analysis reveals a 26.08% increase (se: 10.3%) in completed tasks among develope...",Duplicate record (same value/unit/year/context),0.85
630,80.0,percentage,2025,employment,"that generative ai can per- form tasks associated with over 80% of u.s. jobs, with particularly high...",Duplicate record (same value/unit/year/context),0.85
631,26.08,percentage,2025,growth_rate,ression suggest that usage of the coding assistant causes a 26.08% (se: 10.3%) increase in the weekl...,Duplicate record (same value/unit/year/context),0.85
