value,unit,metric_type,sector,context,source_page,source_paragraph,confidence,year,extraction_method,validation_issues,company,source_pdf,extraction_date
100.0,number,net_employment_change,government_public,"Nonetheless, AI100 remains unique in its combination of two key features. First, it is written by a Study Panel of core multi-disciplinary researchers in the field expe",0,2,0.7670588235294117,2024,pattern_matching,[],Nonetheless,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895789
2019.0,number,ai_implementation_count,government_public,"In preparation for the second Study Panel, the Standing Committee commissioned two study-workshops held in 2019. These workshops were a response to feedback on the first AI100 report.",0,4,0.6256470588235294,2019,pattern_matching,['Missing required context keywords'],Study Panel,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895795
100.0,number,ai_implementation_count,education,"After circulating a call for proposals and reviewing more than 100 submissions from around the world, two workshops were selected for funding. One, on  Prediction in Practice,  studied the use of AI-driven prediction",1,1,0.692763076923077,2024,pattern_matching,['Missing required context keywords'],After,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895796
17.0,number,ai_implementation_count,education,"The 17-member Study Panel, composed of a diverse set of experts in AI, from academia and industry research laboratories, representing computer science, engi",1,1,0.6297846153846154,2024,pattern_matching,['Missing required context keywords'],Study Panel,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895797
2020.0,number,ai_implementation_count,financial_services,"In addition to representing a range of scholarly specialties, the panel had diverse representation in terms of home geographic regions, genders, and",1,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895798
19.0,number,ai_implementation_count,financial_services,The accomplishment of the Study Panel is that much more impressive considering the inability to meet face-to-face during the ongoing COVID-19 global pandemic.,1,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Study Panel,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895799
2021.0,number,ai_implementation_count,financial_services,"Whereas the first study report focused explicitly on the impact of AI in North American cities, we sought for the 2021 study to explore in greater depth the impact that AI is having on people and societies worldwide.",1,2,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Whereas,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895800
1.0,number,ai_implementation_count,financial_services,"dition to including topics directly related to these society-facing applications that resulted from the aforementioned workshops (as represented by WQ1 and WQ2 of this report), the Standing Committee carefully considered how to launch the Study Panel for the second report in such a way that it would",1,2,0.8360000000000001,2024,pattern_matching,[],Standing Committee,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895801
2.0,number,ai_implementation_count,financial_services,"o including topics directly related to these society-facing applications that resulted from the aforementioned workshops (as represented by WQ1 and WQ2 of this report), the Standing Committee carefully considered how to launch the Study Panel for the second report in such a way that it would set a pr",1,2,0.8360000000000001,2024,pattern_matching,[],Standing Committee,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895802
100.0,number,job_creation,financial_services,"Motivated by the notion that it takes at least two points to define a line, as noted by AI100 founder Eric Horvitz, the Study Panel charge suggested a set of  standing questions  for the Study Panel to consider that could potentially then be a",1,2,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Motivated,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895802
1.0,number,job_creation,financial_services,"t of  standing questions  for the Study Panel to consider that could potentially then be answered by future Study Panels as well (as represented by SQ1- SQ12 of this report) and included a call to reflect on the first report, indicating what has changed and what remains the same (as represented here)",1,2,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Study Panel,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895803
12.0,number,job_creation,financial_services,"standing questions  for the Study Panel to consider that could potentially then be answered by future Study Panels as well (as represented by SQ1- SQ12 of this report) and included a call to reflect on the first report, indicating what has changed and what remains the same (as represented here).",1,2,0.6688000000000002,2024,pattern_matching,['Missing required context keywords'],Study Panel,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895804
7.0,number,ai_implementation_count,professional_services,"military applications were outside the scope of the first report  and while military AI is used as a key case study in one section of this report (SQ7), vigorous discussions of the subject are still continuing worldwide and opinions are evolving.",2,1,0.8524999999999999,2024,pattern_matching,[],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895805
100.0,number,ai_implementation_count,government_public,"The One Hundred Year Study on Artificial Intelligence (AI100), launched in the fall of 2014, is a long-term investigation of the field of Artificial Intelligence (AI) and its influences on people, their communi",3,1,0.6944235294117648,2024,pattern_matching,['Missing required context keywords'],The One Hundred Year Study,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895806
2014.0,number,ai_implementation_count,government_public,"The One Hundred Year Study on Artificial Intelligence (AI100), launched in the fall of 2014, is a long-term investigation of the field of Artificial Intelligence (AI) and its influences on people, their communities, and society.",3,1,0.6944235294117648,2024,pattern_matching,['Missing required context keywords'],The One Hundred Year Study,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895807
2008.0,number,ai_implementation_count,government_public,"During 2008-2009, the then president of the Association for the Advancement of Artificial Intelligence (AAAI), Eric Horvitz, assembled a group of AI experts from",3,1,0.6312941176470588,2008,pattern_matching,['Missing required context keywords'],During,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895807
2009.0,number,ai_implementation_count,government_public,"During 2008-2009, the then president of the Association for the Advancement of Artificial Intelligence (AAAI), Eric Horvitz, assembled a group of AI experts from mult",3,1,0.6312941176470588,2008,pattern_matching,['Missing required context keywords'],During,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895808
100.0,number,ai_implementation_count,education,"An appendix includes a collection of annotations to the prior report in the AI100 series, published in 2016.",4,1,0.6080000000000001,2016,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895809
2016.0,number,ai_implementation_count,education,"An appendix includes a collection of annotations to the prior report in the AI100 series, published in 2016.",4,1,0.6080000000000001,2016,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895810
3.0,number,ai_implementation_count,unknown,What are the most inspiring open grand challenge problems  18,5,9,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895810
18.0,number,ai_implementation_count,unknown,What are the most inspiring open grand challenge problems  18,5,9,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895811
24.0,number,ai_implementation_count,professional_services,How much have we progressed in understanding the key mysteries of human intelligence  24,5,10,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895812
29.0,number,ai_implementation_count,unknown,What are the prospects for more general artificial intelligence  29,5,11,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895813
33.0,number,ai_implementation_count,unknown,"How has public sentiment towards AI evolved, and how should we inform educate the public  33",5,12,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895814
37.0,number,ai_implementation_count,unknown,How should governments act to ensure AI is developed and used responsibly  37,5,13,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895814
8.0,number,ai_implementation_count,unknown,"What should the roles of academia and industry be, respectively, in the development and deployment of AI technologies and the study of the impacts",5,14,0.7,2024,pattern_matching,[],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895815
43.0,number,ai_implementation_count,unknown,"should the roles of academia and industry be, respectively, in the development and deployment of AI technologies and the study of the impacts of AI  43",5,14,0.7,2024,pattern_matching,[],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895816
11.0,number,ai_patents_filed,unknown,How has AI impacted socioeconomic relationships  56,5,17,0.7,2024,pattern_matching,[],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895817
56.0,number,ai_patents_filed,unknown,How has AI impacted socioeconomic relationships  56,5,17,0.7,2024,pattern_matching,[],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895818
63.0,number,ai_implementation_count,unknown,"onal, and practical considerations must policymakers consider in their implementation and governance : Lessons from  Prediction in Practice  workshop 63",5,19,0.7,2024,pattern_matching,[],Lessons,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895818
69.0,number,ai_implementation_count,unknown,opportunities in the use of artificial intelligence to provide physical and emotional care to people in need : Lessons from  Coding Caring  workshop 69,5,20,0.5599999999999999,2024,pattern_matching,['Missing required context keywords'],Lessons,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895819
72.0,number,ai_implementation_count,unknown,Panel Member Bios 72,5,22,0.44799999999999995,2024,pattern_matching,['Missing required context keywords'],Panel Member Bios,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895820
2020.0,number,workforce_augmentation,professional_services,"During 2020, robotics development was driven in part by the need to support social distancing during the COVID-19 pandemic. Predicted rapid progress in fully aut",6,3,0.7749999999999999,2020,pattern_matching,[],During,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895821
19.0,number,workforce_augmentation,professional_services,"During 2020, robotics development was driven in part by the need to support social distancing during the COVID-19 pandemic. Predicted rapid progress in fully autonomous driving failed to materialize, but autonomous vehicles have begun operating in selected locale",6,3,0.8524999999999999,2020,pattern_matching,[],During,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895822
2017.0,number,ai_implementation_count,information_communication_technology,"In the 2017 18 session of the US Congress, for instance, mentions of AI-related words were more than ten times higher than in previous sessions. Media coverage o",7,3,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],Congress,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895822
18.0,number,ai_implementation_count,information_communication_technology,"In the 2017 18 session of the US Congress, for instance, mentions of AI-related words were more than ten times higher than in previous sessions. Media coverage of A",7,3,0.6130526315789474,2024,pattern_matching,['Missing required context keywords'],Congress,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895823
100.0,number,ai_implementation_count,unknown,"How should governments act to ensure AI is developed and used responsibly  Since the publication of the last AI100 report just five years ago, over 60 countries have engaged in national AI initiatives, and several significant new multilateral efforts are aimed at",7,4,0.616,2024,pattern_matching,['Missing required context keywords'],Since,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895824
60.0,number,ai_implementation_count,unknown,". How should governments act to ensure AI is developed and used responsibly  Since the publication of the last AI100 report just five years ago, over 60 countries have engaged in national AI initiatives, and several significant new multilateral efforts are aimed at spurring effective international coo",7,4,0.616,2024,pattern_matching,['Missing required context keywords'],Since,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895825
8.0,number,ai_implementation_count,education,"What should the roles of academia and industry be, respectively, in the development and deployment of AI technologies and the study of the impacts o",8,2,0.7909230769230768,2024,pattern_matching,[],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895826
9.0,number,workforce_augmentation,unknown,What are the most promising opportunities for AI  AI approaches that augment human capabilities can be very valuable in situations where humans and,8,3,0.7,2024,pattern_matching,[],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895827
10.0,number,ai_implementation_count,professional_services,"What are the most pressing dangers of AI  As AI systems prove to be increasingly beneficial in real-world applications, they have broadened their re",8,4,0.76,2024,pattern_matching,[],What,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895827
11.0,number,ai_implementation_count,professional_services,"How has AI impacted socioeconomic relationships  Though characterized by some as a key to increasing material prosperity for human society, AI s pot",9,2,0.6080000000000001,2024,pattern_matching,['Missing required context keywords'],Though,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895828
2010.0,number,ai_implementation_count,education,"In the 2010s, the addition of big data and faster processors allowed general-purpose methods like deep learning to outperform specialized hand-tuned methods.",9,3,0.6153846153846154,2024,pattern_matching,['Missing required context keywords'],,AI100Report_MT_10.pdf,2025-07-24T17:20:02.895829
