original_id,value,unit,year,metric_type,context_preview,reason,confidence
4248,44.0,percentage,2025,growth_rate,"lab of a large u.s. firm. ai-assisted researchers discover 44% more materials, resulting in a 39% in...",Passed all validation checks,0.85
4249,39.0,percentage,2025,growth_rate,"ted researchers discover 44% more materials, resulting in a 39% increase in patent filings and a 17%...",Passed all validation checks,0.85
4250,17.0,percentage,2025,growth_rate,"erials, resulting in a 39% increase in patent filings and a 17% rise in downstream product in- novat...",Passed all validation checks,0.85
4251,57.0,percentage,2025,percentages,"e mechanisms behind these results, i show that ai automates 57% of “idea-generation” tasks, realloca...",Passed all validation checks,0.85
4252,82.0,percentage,2025,cost,"idence reveals that these gains come at a cost, however, as 82% of scientists report reduced satisfa...",Passed all validation checks,0.85
4256,15.0,percentage,2025,cost,"nting for input costs, the tool boosts r&d efficiency by 13-15%. these results have two implications...",Passed all validation checks,0.85
4257,81.0,percentage,2025,growth_rate,"mal gains, the output of top-decile scientists increases by 81%. consequently, 90:10 performance ine...",Passed all validation checks,0.85
4258,16.0,percentage,2025,percentages,onceptualizing potential materials. this falls to less than 16% after the tool’s introduction. meanw...,Passed all validation checks,0.85
4259,74.0,percentage,2025,growth_rate,"hile, time spent assessing candidate materials increases by 74%. ai therefore has countervailing eff...",Passed all validation checks,0.85
4260,3.0,percentage,2025,percentages,my sample—excluded from the primary analysis—the lab fired 3% of its researchers. consistent with th...,Passed all validation checks,0.85
4261,83.0,percentage,2025,percentages,"ab fired 3% of its researchers. consistent with the theory, 83% of these scientists were in the bott...",Passed all validation checks,0.85
4264,71.0,percentage,2025,percentages,"tly, the number of researchers planning to reskill rises by 71%. these findings show that hands-on e...",Passed all validation checks,0.85
4265,80.0,percentage,2025,percentages,"so my analysis focuses on filings. historically, more than 80% of the lab’s applications have been a...",Passed all validation checks,0.85
4266,64.0,percentage,2025,percentages,"efore based solely on the crystals in my sample, comprising 64% of all materials. appendix b.2 descr...",Passed all validation checks,0.85
4268,6.28,percentage,2025,percentages,"contain an average of 544 technical bigrams. out of these, 6.28% are classified as new terms. append...",Passed all validation checks,0.85
