original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
237,47.0,percentage,2024,general_rate,"ty of computation of over 700 occupations, concluding that 47% of total us employment is attributabl...",Reclassify: general_rate -> employment_metric,0.8,MODIFY,
238,9.0,percentage,2022,general_rate,"upations and conclude that across 21 oecd countries, around 9% of jobs are automatable. (lassébie an...",Reclassify: general_rate -> employment_metric,0.8,MODIFY,
239,28.0,percentage,2024,general_rate,"ccupations at highest risk of automation account for about 28% of jobs. more recently, in research f...",Reclassify: general_rate -> employment_metric,0.8,MODIFY,
240,40.0,percentage,2024,general_rate,ts or replaces job roles. the authors conclude that almost 40% of global employment is exposed to ai...,Reclassify: general_rate -> employment_metric,0.8,MODIFY,
241,60.0,percentage,2024,general_rate,"40% of global employment is exposed to ai, rising to around 60% of jobs in advanced economies, owing...",Reclassify: general_rate -> employment_metric,0.8,MODIFY,
242,1.9,percentage,2017,general_rate,r of survey) country manufacturing ict source canada 1.9% 20.4% statistics canada (2017) germany 2.2...,ICT sector data - preserved,0.95,KEEP,
243,20.4,percentage,2017,general_rate,survey) country manufacturing ict source canada 1.9% 20.4% statistics canada (2017) germany 2.2-11.0...,ICT sector data - preserved,0.95,KEEP,
244,11.0,percentage,2017,general_rate,canada 1.9% 20.4% statistics canada (2017) germany 2.2-11.0% (depending on the subsector) 18.3% zew ...,Passed all validation checks,0.85,KEEP,
245,18.3,percentage,2022,general_rate,"da (2017) germany 2.2-11.0% (depending on the subsector) 18.3% zew (rammer, fernández and czarnitzki...",Passed all validation checks,0.85,KEEP,
246,33.0,percentage,2023,general_rate,"ammer, fernández and czarnitzki, 2022[13]). germany 9.0% 33% destatis (destatis, 2023[14]) sweden 3....",Passed all validation checks,0.85,KEEP,
247,3.5,percentage,2024,general_rate,"germany 9.0% 33% destatis (destatis, 2023[14]) sweden 3.5% 22.7% statistics sweden (2024) (data from...",Passed all validation checks,0.85,KEEP,
248,22.7,percentage,2024,general_rate,"ny 9.0% 33% destatis (destatis, 2023[14]) sweden 3.5% 22.7% statistics sweden (2024) (data from 2019...",Passed all validation checks,0.85,KEEP,
249,15.0,percentage,2024,general_rate,"om 60 countries, the oecd ai observatory shows that around 15% of ai-related policies specifically t...",Passed all validation checks,0.85,KEEP,
250,4.0,percentage,2024,general_rate,"arget small and medium-sized enterprises (smes) (with some 4% aiming at large firms) (oecd, 2024[15]...",Passed all validation checks,0.85,KEEP,
251,6.6,percentage,2023,general_rate,"l firm types found that the overall adoption rate was just 6.6% (zolas et al., 2020[17]). in the eur...",Reclassify: general_rate -> adoption_metric,0.8,MODIFY,
252,8.0,percentage,2024,general_rate,"nology, both at around 15%. the european union average was 8%. italy and france had shares of 5% and...",Passed all validation checks,0.85,KEEP,
253,5.0,percentage,2023,general_rate,"opean union average was 8%. italy and france had shares of 5% and 6%, respectively (eurostat, 2023[1...",Passed all validation checks,0.85,KEEP,
254,5.8,percentage,2022,general_rate,"udy in 2019, covering all firms in germany, found that only 5.8% used ai (rammer, fernández and czar...",Passed all validation checks,0.85,KEEP,
255,13.0,percentage,2022,general_rate,"czarnitzki, 2022[13]). in brazil, a 2021 survey showed that 13% of companies use some type of ai (br...",Passed all validation checks,0.85,KEEP,
256,85.0,percentage,2024,general_rate,r developing a skilled workforce is a common problem. about 85% of firms responding to an eu-wide su...,Reclassify: general_rate -> employment_metric,0.8,MODIFY,
257,70.0,percentage,2024,general_rate,opt and develop ai. most use several mechanisms. more than 70% of enterprises in both manufacturing ...,ICT sector data - preserved,0.95,KEEP,
258,53.0,percentage,2024,general_rate,es hire new staff to help develop ai technologies. between 53% and 64% of enterprises use customised...,Reclassify: general_rate -> employment_metric,0.8,MODIFY,
259,2.4,percentage,2024,general_rate,"f turnover) go toward ai-related labour, and the other 27% (2.4% of turnover) go to ai technologies....",Passed all validation checks,0.85,KEEP,
260,100.0,percentage,2018,general_rate,"2018, annual ai patent applications increased by more than 100%, rising from 30 000 to more than 60 ...",Passed all validation checks,0.85,KEEP,
261,1.5,percentage,2018,general_rate,"ge differences across countries, ranging from a low of just 1.5 % of all firms in korea in 2017 to 1...",Passed all validation checks,0.85,KEEP,
262,2.8,percentage,2024,general_rate,"ting ai adoption among manufacturers were lack of capital (2.8%), concerns regarding the technology’...",Reclassify: general_rate -> adoption_metric,0.8,MODIFY,
263,1.0,percentage,2024,general_rate,"rprises in the sample – 78% – use such a solution, and only 1% were unfamiliar with the technology (...",Passed all validation checks,0.85,KEEP,
264,0.0,percentage,2024,general_rate,intelligence? • the enterprise does not spend on r&d • 0% • between 1 % and 10% • between 11% and 30...,Passed all validation checks,0.85,KEEP,
265,0.0,percentage,2024,general_rate,important considerations can 50-249 ict 19 (63.3%) 0 (0.0%) 11 (36.7%) manufacturing 22 (73.3%) 2 (6...,ICT sector data - preserved,0.95,KEEP,
266,0.0,percentage,2024,general_rate,%) 9 (30.0%) 12 (40.0%) deu 50-249 ict 17 (56.7%) 0 (0.0%) 13 (43.3%) manufacturing 13 (43.3%) 4 (13...,ICT sector data - preserved,0.95,KEEP,
267,0.0,percentage,2024,general_rate,%) 6 (20.0%) 20 (66.7%) fra 50-249 ict 21 (70.0%) 0 (0.0%) 9 (30.0%) manufacturing 26 (86.7%) 0 (0.0...,ICT sector data - preserved,0.95,KEEP,
268,0.0,percentage,2024,general_rate,%) 0 (0.0%) 9 (30.0%) manufacturing 26 (86.7%) 0 (0.0%) 4 (13.3%) 250+ ict 18 (60.0%) 0 (0.0%) 12 (4...,ICT sector data - preserved,0.95,KEEP,
269,0.0,percentage,2024,general_rate,(86.7%) 0 (0.0%) 4 (13.3%) 250+ ict 18 (60.0%) 0 (0.0%) 12 (40.0%) manufacturing 15 (50.0%) 1 (3.3%)...,ICT sector data - preserved,0.95,KEEP,
270,0.0,percentage,2024,general_rate,(60.0%) 5 (16.7%) 7 (23.3%) 250+ ict 16 (53.3%) 0 (0.0%) 14 (46.7%) manufacturing 8 (26.7%) 3 (10.0%...,ICT sector data - preserved,0.95,KEEP,
271,0.0,percentage,2024,general_rate,%) 3 (10.0%) 19 (63.3%) ita 50-249 ict 14 (46.7%) 0 (0.0%) 16 (53.3%) manufacturing 10 (33.3%) 8 (26...,ICT sector data - preserved,0.95,KEEP,
272,0.0,percentage,2024,general_rate,%) 6 (20.0%) 15 (50.0%) jpn 50-249 ict 19 (63.3%) 0 (0.0%) 11 (36.7%) manufacturing 22 (73.3%) 3 (10...,ICT sector data - preserved,0.95,KEEP,
273,0.0,percentage,2024,general_rate,(73.3%) 3 (10.0%) 5 (16.7%) 250+ ict 25 (83.3%) 0 (0.0%) 5 (16.7%) manufacturing 17 (56.7%) 1 (3.3%)...,ICT sector data - preserved,0.95,KEEP,
274,0.0,percentage,2024,general_rate,7%) 1 (3.3%) 12 (40.0%) usa 50-249 ict 19 (63.3%) 0 (0.0%) 11 (36.7%) manufacturing 9 (30.0%) 8 (26....,ICT sector data - preserved,0.95,KEEP,
275,0.0,percentage,2020,general_rate,2000- 2010 2010- 2020 after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13....,ICT sector data - preserved,0.95,KEEP,
276,0.0,percentage,2020,general_rate,2010- 2020 after 2020 can 50-249 ict 0 (0.0%) 0 (0.0%) 0 (0.0%) 2 (6.7%) 3 (10.0%) 4 (13.3%) 13 (43....,ICT sector data - preserved,0.95,KEEP,
