original_id,value,unit,year,metric_type,context_preview,reason,confidence,kept_record_id
938,0.0,number,2024,employment_metric,"ith populations below 250,000 and average employment of 64,000 workers—supported just about 5% of th...",Zero employment with specific numbers in context,0.9,
940,2025.0,billions_usd,2025,adoption_metric,"data from the bureau’s 2025 
btos also show that the overall adoption rate remains relatively modes...",Invalid unit 'billions_usd' for adoption_metric,0.95,
941,5.0,billions_usd,2024,profit_metric,"in seattle, microsoft’s ai for good open call has set aside 
$5 million in azure credits, paired wi...",Duplicate record (keeping first occurrence),0.9,929.0
943,10.0,billions_usd,2024,financial_metrics,nan,Duplicate record (keeping first occurrence),0.9,922.0
5742,28.5,percentage,2025,general_rate,"nd 2025, ai-related job postings grew at an annual rate of 28.5%, yet still comprise only about 2.5%...",Duplicate record (keeping first occurrence),0.9,891.0
5743,2.5,percentage,2024,general_rate,"w at an annual rate of 28.5%, yet still comprise only about 2.5% of all u.s. job openings. • extreme...",Duplicate record (keeping first occurrence),0.9,892.0
5744,13.0,percentage,2024,general_rate,nings. • extreme concentration. the bay area accounts for 13% of national job postings featuring ai ...,Duplicate record (keeping first occurrence),0.9,893.0
5745,67.0,percentage,2024,general_rate,"hubs, this group of 30 top- performing metro areas captures 67% of total ai job postings. • signs of...",Duplicate record (keeping first occurrence),0.9,894.0
5746,25.0,percentage,2024,general_rate,"ions greater than 250,000 in each pillar. those in the top 25% on a pillar earn a “t” (for “top”) fo...",Duplicate record (keeping first occurrence),0.9,895.0
5747,50.0,percentage,2024,general_rate,arn a “t” (for “top”) for that pillar. those in the middle 50% garner an “m” (for “middle” performan...,Duplicate record (keeping first occurrence),0.9,896.0
5748,4.0,percentage,2025,general_rate,ai in the production of goods or services rose from around 4% in early 2023 to 8.7% by mid-2025. exp...,Duplicate record (keeping first occurrence),0.9,897.0
5749,8.7,percentage,2025,general_rate,of goods or services rose from around 4% in early 2023 to 8.7% by mid-2025. expectations for near-te...,Duplicate record (keeping first occurrence),0.9,898.0
5750,11.0,percentage,2024,general_rate,"for near-term ai use are higher: as of the latest survey, 11% of firms reported that they plan to ad...",Duplicate record (keeping first occurrence),0.9,899.0
5751,1.0,percentage,2024,general_rate,"2024, surging their share of all tech startups from around 1% to 28% (see figure 4). 15 figure 4.",Duplicate record (keeping first occurrence),0.9,900.0
5752,2.2,percentage,2024,general_rate,"e 287,000 job postings with ai skills accounted for merely 2.2% of all u.s. job postings (see figure...",Duplicate record (keeping first occurrence),0.9,901.0
5753,5.0,percentage,2024,general_rate,"al business survey (abs), for example, show that only about 5% of u.s. firms were using at least a l...",Duplicate record (keeping first occurrence),0.9,902.0
5754,6.5,percentage,2024,general_rate,"ption rates among smaller firms, where usage falls to just 6.5% for businesses employing between 10 ...",Duplicate record (keeping first occurrence),0.9,903.0
5755,20.1,percentage,2024,general_rate,"ely to use ai in the production of goods and services, with 20.1% reporting active use. this is foll...",Duplicate record (keeping first occurrence),0.9,904.0
5756,15.9,percentage,2024,general_rate,"ific, and technical services sector (18.2%) and utilities (15.9%). in contrast, sectors such as tran...",Duplicate record (keeping first occurrence),0.9,905.0
5757,2.9,percentage,2024,general_rate,"n and warehousing (2.3%), accommodation and food services (2.9%), and construction (3.1%) trail well...",Duplicate record (keeping first occurrence),0.9,906.0
5758,145.0,percentage,2025,general_rate,"job postings rise since 2018, with san francisco rising by 145% (from 5,300 postings in april 2018 t...",Duplicate record (keeping first occurrence),0.9,907.0
5759,110.0,percentage,2025,general_rate,"ril 2018 to 13,000 in april 2025); and san jose rising by 110% (from 5,800 to 12,200). these metro a...",Duplicate record (keeping first occurrence),0.9,908.0
5760,34.0,percentage,2024,general_rate,"d contract spending, it generates 9% of ai publications and 34% of ai patents. ai research is anchor...",Duplicate record (keeping first occurrence),0.9,909.0
