id,source_id,metric_type,value,unit,year,sector,region,technology,context,confidence,page_number,created_at,updated_at
34,2,general_rate,20.0,percentage,2024,,,,"service portfolio and accelerating innovation, compared to 20% in the earliest stage. leaders tend to overestimate ho",0.7,,2025-07-20 00:07:18.526712,2025-07-20 00:07:18.526714
35,2,general_rate,34.0,percentage,2024,,,,eated the question once they’d completed the survey. while 34% initially placed their organizations at the highest two s,0.7,,2025-07-20 00:07:18.526715,2025-07-20 00:07:18.526716
36,2,general_rate,28.0,percentage,2024,,,,"anizations at the highest two stages of ai readiness, only 28% still did so after answering all questions, suggesting tha",0.7,,2025-07-20 00:07:18.526716,2025-07-20 00:07:18.526717
37,2,general_rate,25.0,percentage,2024,,,,.3 the model yielded an even more conservative view: only 25% fell into the highest two stages of ai readiness—nine perc,0.7,,2025-07-20 00:07:18.526718,2025-07-20 00:07:18.526718
38,2,general_rate,3.0,percentage,2024,,,,"they are seeing value at each stage of ai readiness, from 3% at the earliest “exploring” stage to 96% at the most advan",0.7,,2025-07-20 00:07:18.526719,2025-07-20 00:07:18.526719
39,2,general_rate,96.0,percentage,2024,,,,"i readiness, from 3% at the earliest “exploring” stage to 96% at the most advanced “realizing” stage. figure 4 demonstra",0.7,,2025-07-20 00:07:18.526720,2025-07-20 00:07:18.526721
40,2,general_rate,12.0,percentage,2024,,,,realizing value at each stage of ai readiness 3% exploring 12% planning 23% implementing 61% scaling 96% realizing figure,0.7,,2025-07-20 00:07:18.526721,2025-07-20 00:07:18.526722
41,2,general_rate,61.0,percentage,2024,,,,of ai readiness 3% exploring 12% planning 23% implementing 61% scaling 96% realizing figure 4: focus on growth increases a,0.7,,2025-07-20 00:07:18.526722,2025-07-20 00:07:18.526723
42,2,general_rate,80.0,percentage,2024,,,,e value from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planning realizing sc,0.7,,2025-07-20 00:07:18.526723,2025-07-20 00:07:18.526724
43,2,general_rate,40.0,percentage,2024,,,,from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planning realizing scaling co,0.7,,2025-07-20 00:07:18.526725,2025-07-20 00:07:18.526725
44,2,general_rate,0.0,percentage,2024,,,,efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planning realizing scaling conclusio,0.7,,2025-07-20 00:07:18.526726,2025-07-20 00:07:18.526726
45,2,general_rate,1.0,percentage,2024,,,,"commitment to, ai as critical to the business, compared to 1% at the “exploring” stage (see figure 8). this does not me",0.7,,2025-07-20 00:07:18.526727,2025-07-20 00:07:18.526728
46,2,general_rate,0.0,percentage,2024,,,,municates vision and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing 81% scaling 100%,0.7,,2025-07-20 00:07:18.526728,2025-07-20 00:07:18.526729
47,2,general_rate,5.0,percentage,2024,,,,n and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing 81% scaling 100% realizing conclu,0.7,,2025-07-20 00:07:18.526729,2025-07-20 00:07:18.526730
48,2,general_rate,6.0,percentage,2024,,,,"zing” stage have appointed a chief ai officer, compared to 6% in the “exploring stage”. finally, a culture that values",0.7,,2025-07-20 00:07:18.526731,2025-07-20 00:07:18.526731
49,2,general_rate,18.0,percentage,2024,,,,cer 64% in the “realizing” stage 36% in the “scaling” stage 18% in the “implementing” stage 9% in the “planning” stage 6% i,0.7,,2025-07-20 00:07:18.526732,2025-07-20 00:07:18.526732
50,2,general_rate,9.0,percentage,2024,,,,36% in the “scaling” stage 18% in the “implementing” stage 9% in the “planning” stage 6% in the “exploring” stage figure,0.7,,2025-07-20 00:07:18.526733,2025-07-20 00:07:18.526734
51,2,general_rate,49.0,percentage,2024,,,,reported the lowest ai readiness scores in ai governance (49% in the “exploring” and “planning” stages) compared to the,0.7,,2025-07-20 00:07:18.526734,2025-07-20 00:07:18.526735
52,2,general_rate,16.0,percentage,2024,,,,experimenting with it in select areas of the organization. 16% are at this stage 20+ yrs. average age of organization,0.7,,2025-07-20 00:07:18.526735,2025-07-20 00:07:18.526736
53,2,general_rate,7.0,percentage,2024,,,,"ics departments where 61% are deploying ai. however, only 7% of organizations in the financial services industry report",0.7,,2025-07-20 00:07:18.526736,2025-07-20 00:07:18.526737
54,2,general_rate,8.0,percentage,2024,,,,"er. the sector also outperforms the industry average, with 8% reporting consistently high roi from ai projects. these f",0.7,,2025-07-20 00:07:18.526738,2025-07-20 00:07:18.526738
55,2,general_rate,10.0,percentage,2024,,,,g functions driving adoption. 21% have a chief ai officer 10% see consistently high roi from ai ai spend/month (mean) $,0.7,,2025-07-20 00:07:18.526739,2025-07-20 00:07:18.526740
56,2,general_rate,70.0,percentage,2024,,,,ustomer experience. among financial services organizations: 70% are currently using big data analytics in production cross,0.7,,2025-07-20 00:07:18.526740,2025-07-20 00:07:18.526741
57,2,general_rate,2.0,percentage,2024,,,,28% high 39% low organization and culture 21% 18% 29% 34% 2% 19% high 47% low ai governance 17% 15% 30% 33% 3% 21% high,0.7,,2025-07-20 00:07:18.526741,2025-07-20 00:07:18.526742
58,2,general_rate,14.0,percentage,2024,,,,"ll industries in the “scaling” and “realizing” stage. yet, 14% of healthcare organizations claim they receive no discerna",0.7,,2025-07-20 00:07:18.526743,2025-07-20 00:07:18.526743
59,2,financial_metric,2.48,billions_usd,2024,,,,% see consistently high roi from ai ai spend/month (mean) $2.48m cloud first 18% 61% data and analytics functional driver fo,0.7,,2025-07-20 00:07:18.526744,2025-07-20 00:07:18.526744
60,2,financial_metric,2.22,billions_usd,2024,,,,% see consistently high roi from ai ai spend/month (mean) $2.22m cloud first 20% 53% it functional driver for ai manufacturi,0.7,,2025-07-20 00:07:18.526745,2025-07-20 00:07:18.526746
61,2,financial_metric,1.99,billions_usd,2024,,,,% see consistently high roi from ai ai spend/month (mean) $1.99m cloud first 17% 53% it functional driver for ai retail this,0.7,,2025-07-20 00:07:18.526746,2025-07-20 00:07:18.526747
62,2,financial_metric,5.0,billions_usd,2024,,,,the cloud cross-industry average: 69% 13% spend more than $5m on ai per month cross-industry average: 9% 3.4 average num,0.7,,2025-07-20 00:07:18.526747,2025-07-20 00:07:18.526748
63,2,financial_metric,100.0,billions_usd,2024,,,,"nvestment with 23% of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20%",0.7,,2025-07-20 00:07:18.526749,2025-07-20 00:07:18.526749
64,2,financial_metric,500.0,billions_usd,2024,,,,"of manufacturing organizations spending $100k to less than $500k on cloud per month, exceeding the 20% industry average. a",0.7,,2025-07-20 00:07:18.526750,2025-07-20 00:07:18.526750
65,2,unknown_metric,1956.0,number,2024,,,,"industry 3 executive summary ai has come a long way since 1956, when john mccarthy first coined the term at a conference",0.7,,2025-07-20 00:07:18.526751,2025-07-20 00:07:18.526751
66,2,productivity_metric,67.0,percentage,2024,,,,"Overall AI readiness in financial services
It is promising to see that 67% of working hours in banking could be 
affected by generative AI, which could lead to a potential increase in 
productivity of",0.75,,2025-07-20 00:07:18.526752,2025-07-20 00:07:18.526753
67,2,productivity_metric,30.0,percentage,2024,,,,"Overall AI readiness in financial services
It is promising to see that 67% of working hours in banking could be 
affected by generative AI, which could lead to a potential increase in 
productivity of",0.75,,2025-07-20 00:07:18.526753,2025-07-20 00:07:18.526754
68,2,cost_metric,3.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526754,2025-07-20 00:07:18.526755
69,2,cost_metric,12.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526756,2025-07-20 00:07:18.526756
70,2,cost_metric,23.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526757,2025-07-20 00:07:18.526757
71,2,cost_metric,61.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526758,2025-07-20 00:07:18.526759
72,2,cost_metric,96.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526759,2025-07-20 00:07:18.526760
73,2,cost_metric,80.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526760,2025-07-20 00:07:18.526761
74,2,cost_metric,40.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526761,2025-07-20 00:07:18.526762
75,2,cost_metric,20.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526763,2025-07-20 00:07:18.526763
76,2,cost_metric,0.0,percentage,2024,,,,"Figure 3: Percentage of organizations that report realizing value at 
each stage of AI readiness
3%
Exploring
12%
Planning
23%
Implementing
61%
Scaling
96%
Realizing
Figure 4: Focus on growth increase",0.75,,2025-07-20 00:07:18.526764,2025-07-20 00:07:18.526764
77,2,training_metric,58.0,percentage,2024,,,,"The finance sector is more proactive in enhancing AI implementation, 
as 58% allocate budgets for AI resources and projects, 54% provide 
AI-specific training to existing staff, and 52% create interna",0.75,,2025-07-20 00:07:18.526765,2025-07-20 00:07:18.526766
78,2,training_metric,52.0,percentage,2024,,,,"The finance sector is more proactive in enhancing AI implementation, 
as 58% allocate budgets for AI resources and projects, 54% provide 
AI-specific training to existing staff, and 52% create interna",0.75,,2025-07-20 00:07:18.526766,2025-07-20 00:07:18.526767
79,2,training_metric,10.0,percentage,2024,,,,"Among retail organizations:
10%
Report consistently high 
return on investment from AI 
implementation
Cross-industry average: 7%
39%
Seek to retain or increase 
revenue with customers 
through AI inv",0.75,,2025-07-20 00:07:18.526767,2025-07-20 00:07:18.526768
80,2,training_metric,7.0,percentage,2024,,,,"Among retail organizations:
10%
Report consistently high 
return on investment from AI 
implementation
Cross-industry average: 7%
39%
Seek to retain or increase 
revenue with customers 
through AI inv",0.75,,2025-07-20 00:07:18.526769,2025-07-20 00:07:18.526769
81,2,training_metric,39.0,percentage,2024,,,,"Among retail organizations:
10%
Report consistently high 
return on investment from AI 
implementation
Cross-industry average: 7%
39%
Seek to retain or increase 
revenue with customers 
through AI inv",0.75,,2025-07-20 00:07:18.526770,2025-07-20 00:07:18.526770
82,2,training_metric,30.0,percentage,2024,,,,"Among retail organizations:
10%
Report consistently high 
return on investment from AI 
implementation
Cross-industry average: 7%
39%
Seek to retain or increase 
revenue with customers 
through AI inv",0.75,,2025-07-20 00:07:18.526771,2025-07-20 00:07:18.526771
83,2,training_metric,44.0,percentage,2024,,,,"Among retail organizations:
10%
Report consistently high 
return on investment from AI 
implementation
Cross-industry average: 7%
39%
Seek to retain or increase 
revenue with customers 
through AI inv",0.75,,2025-07-20 00:07:18.526772,2025-07-20 00:07:18.526773
84,2,training_metric,22.0,percentage,2024,,,,"Among retail organizations:
10%
Report consistently high 
return on investment from AI 
implementation
Cross-industry average: 7%
39%
Seek to retain or increase 
revenue with customers 
through AI inv",0.75,,2025-07-20 00:07:18.526773,2025-07-20 00:07:18.526774
85,3,general_rate,32.8,percentage,2028,,,,"to $749 billion at a compound annual growth rate (cagr) of 32.8% for 2023–2028.1 the next question, then, becomes: how do",0.7,,2025-07-20 00:07:18.533731,2025-07-20 00:07:18.533733
86,3,general_rate,56.0,percentage,2024,,,,"platforms, data, and infrastructure to get the most value. 56% of organizations say productivity and top-line growth ar",0.7,,2025-07-20 00:07:18.533734,2025-07-20 00:07:18.533735
87,3,general_rate,43.0,percentage,2024,,,,th are the two most important business outcomes for ai.1 43% of leaders say productivity use cases are providing the,0.7,,2025-07-20 00:07:18.533736,2025-07-20 00:07:18.533736
88,3,general_rate,26.0,percentage,2024,,,,tivity use cases are providing the greatest roi for ai.1 26% of leaders say industry ai use cases (new business models,0.7,,2025-07-20 00:07:18.533737,2025-07-20 00:07:18.533737
89,3,financial_metric,246.0,billions_usd,2024,,,,"ing to idc, enterprises worldwide were expected to invest $246 billion* in ai solutions—$44 billion in generative ai specifically",0.7,,2025-07-20 00:07:18.533738,2025-07-20 00:07:18.533739
90,3,financial_metric,44.0,billions_usd,2024,,,,wide were expected to invest $246 billion* in ai solutions—$44 billion in generative ai specifically—in 2024. and this spending i,0.7,,2025-07-20 00:07:18.533739,2025-07-20 00:07:18.533740
91,3,financial_metric,749.0,billions_usd,2024,,,,ifically—in 2024. and this spending is expected to grow to $749 billion at a compound annual growth rate (cagr) of 32.8% for 2023–,0.7,,2025-07-20 00:07:18.533740,2025-07-20 00:07:18.533741
92,3,financial_metric,1.0,billions_usd,2024,,,,"are driving profitability as a result. in fact, for every $1 a company invests in generative ai, the roi is 3.7x across",0.7,,2025-07-20 00:07:18.533742,2025-07-20 00:07:18.533742
93,3,employment_metric,1.0,number,2024,,,,nd what you can learn from them to help you: empower the workforce 1 reinvent customer engagement 2 reshape business processes 3,0.7,,2025-07-20 00:07:18.533743,2025-07-20 00:07:18.533743
94,3,unknown_metric,2024.0,number,2024,,,,ai solutions—$44 billion in generative ai specifically—in 2024. and this spending is expected to grow to $749 billion at,0.7,,2025-07-20 00:07:18.533744,2025-07-20 00:07:18.533744
95,3,productivity_metric,56.0,percentage,2024,,,,"56%
of organizations say 
productivity and 
top-line growth 
are the two most 
important business 
outcomes for AI",0.75,,2025-07-20 00:07:18.533745,2025-07-20 00:07:18.533746
96,3,productivity_metric,43.0,percentage,2024,,,,"1
43%
of leaders say 
productivity use 
cases are providing 
the greatest ROI 
for AI",0.75,,2025-07-20 00:07:18.533746,2025-07-20 00:07:18.533747
97,4,general_rate,10.0,percentage,2024,,,,ificant time savings and half report a revenue increase of 10% or more. with many companies still at the early stages of,0.7,,2025-07-20 00:07:18.542493,2025-07-20 00:07:18.542495
98,4,general_rate,70.0,percentage,2024,,,,inesses today are using gai for innovation and creativity (70%) than to automate repetitive tasks (60%) or simplify proces,0.7,,2025-07-20 00:07:18.542496,2025-07-20 00:07:18.542497
99,4,general_rate,60.0,percentage,2024,,,,ion and creativity (70%) than to automate repetitive tasks (60%) or simplify processes (54%). business leaders know that t,0.7,,2025-07-20 00:07:18.542497,2025-07-20 00:07:18.542498
100,4,general_rate,54.0,percentage,2024,,,,n to automate repetitive tasks (60%) or simplify processes (54%). business leaders know that the best ideas happen when te,0.7,,2025-07-20 00:07:18.542498,2025-07-20 00:07:18.542499
101,4,general_rate,90.0,percentage,2024,,,,eing outpaced by large companies. smbs represent more than 90% of businesses and 50% of workers worldwide. countries that,0.7,,2025-07-20 00:07:18.542500,2025-07-20 00:07:18.542500
102,4,general_rate,15.0,percentage,2023,,,,"ocking $4.1 trillion in productive capacity, equivalent to 15% of the country’s gdp in 2023. the us is followed by germany",0.7,,2025-07-20 00:07:18.542501,2025-07-20 00:07:18.542501
103,4,general_rate,18.0,percentage,2023,,,,"dp in 2023. the us is followed by germany ($837 billion or 18% of 2023 gdp), india ($621 billion or 18% of 2023 gdp), the",0.7,,2025-07-20 00:07:18.542502,2025-07-20 00:07:18.542502
104,4,general_rate,41.0,percentage,2024,,,,"oduct design, and market research. in india, nearly half (41%) of total productive capacity gains from gai can be unlocke",0.7,,2025-07-20 00:07:18.542503,2025-07-20 00:07:18.542503
105,4,general_rate,35.0,percentage,2024,,,,"in the manufacturing sector, with germany close behind at 35%. greater innovation and productivity in this sector could h",0.7,,2025-07-20 00:07:18.542504,2025-07-20 00:07:18.542505
106,4,general_rate,5.0,percentage,2024,,,,th and social work manufacturing us germany india uk france 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4%,0.7,,2025-07-20 00:07:18.542505,2025-07-20 00:07:18.542506
107,4,general_rate,12.0,percentage,2024,,,,social work manufacturing us germany india uk france 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4% 14% 7%,0.7,,2025-07-20 00:07:18.542506,2025-07-20 00:07:18.542507
