original_id,value,unit,year,metric_type,context_preview,reason,kept_record_id,confidence
847,5.0,billions_usd,2024,cost_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),840.0,0.9
850,2025.0,number,2025,unknown_metric,"nford univer- sity , mit , or the nber. c ⃝the author(s) 2025. published by oxford university press ...",Citation years should not be metric values,,0.95
851,300.0,billions_usd,2024,ai_cost_metric,"gpt-3 model included 175 billion parameters, was trained on 300 billion tokens, and incurred approxi...",Duplicate record (keeping first occurrence),846.0,0.9
852,15.0,percentage,2024,productivity_metric,"access to ai assistance 
increases worker productivity, as measured by issues resolved per hour, by...",Duplicate record (keeping first occurrence),821.0,0.9
854,3.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),844.0,0.9
855,175.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),845.0,0.9
856,300.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),846.0,0.9
857,5.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),840.0,0.9
858,65.0,billions_usd,2020,tokens_metric,"8 trillion parameters and was 
trained on 13 trillion tokens at an estimated computing-only cost 
...",Duplicate record (keeping first occurrence),848.0,0.9
859,15.0,percentage,2024,impact_metrics,nan,Duplicate record (keeping first occurrence),821.0,0.9
860,30.0,percentage,2024,impact_metrics,nan,Duplicate record (keeping first occurrence),822.0,0.9
861,10.0,percentage,2024,impact_metrics,nan,Duplicate record (keeping first occurrence),835.0,0.9
862,40.0,percentage,2024,impact_metrics,nan,Duplicate record (keeping first occurrence),826.0,0.9
863,23.9,percentage,2024,comparison_metrics,"ng for time and location ﬁxed effects, access to ai rec- ommendations increases rph by 0.47 chats, u...",Duplicate record (keeping first occurrence),829.0,0.9
5335,15.0,percentage,2024,general_rate,"r productivity, as measured by issues resolved per hour, by 15% on average, with substantial heterog...",Duplicate record (keeping first occurrence),821.0,0.9
5336,30.0,percentage,2024,general_rate,"gniﬁ- cantly across all productivity measures, including a 30% increase in the number of issues reso...",Duplicate record (keeping first occurrence),822.0,0.9
5337,5.0,percentage,2024,general_rate,"r-rich routes to taxi drivers reduces their search time by 5%, with the least experienced drivers be...",Duplicate record (keeping first occurrence),823.0,0.9
5338,60.0,percentage,2024,general_rate,ctive. turnover is high: industry estimates sug- gest that 60% of agents in contact centers leave ea...,Duplicate record (keeping first occurrence),824.0,0.9
5339,20.0,percentage,2024,general_rate,rviewed esti- mated that performance bonuses accounted for 20% to 40% of a typical agent’s total tak...,Duplicate record (keeping first occurrence),825.0,0.9
5340,40.0,percentage,2024,general_rate,esti- mated that performance bonuses accounted for 20% to 40% of a typical agent’s total take-home p...,Duplicate record (keeping first occurrence),826.0,0.9
5341,70.0,percentage,2021,general_rate,"rkers with access to ai assistance was only 5%, growing to 70% in january 2021. while our analysis p...",Duplicate record (keeping first occurrence),827.0,0.9
5342,89.0,percentage,2024,general_rate,s in the post-ai period. most of the agents in our sample (89%) are located outside the united state...,Duplicate record (keeping first occurrence),828.0,0.9
5343,23.9,percentage,2024,general_rate,"ss to ai rec- ommendations increases rph by 0.47 chats, up 23.9% from their pretreatment mean of 1.9...",Duplicate record (keeping first occurrence),829.0,0.9
5344,8.5,percentage,2024,general_rate,"ute decrease in the average duration of customer chats, an 8.5% decline from the baseline mean of 43...",Duplicate record (keeping first occurrence),830.0,0.9
