original_id,value,unit,year,current_metric_type,new_metric_type,context_preview,sector,country,company_size,reason,confidence
35,28.0,percentage,2024,general_rate,employment_metric,"anizations at the highest two stages of ai readiness, only 28% still did so after answering all ques...",,,,Reclassify: general_rate → employment_metric,0.8
36,25.0,percentage,2024,general_rate,productivity_metric,.3 the model yielded an even more conservative view: only 25% fell into the highest two stages of ai...,,,,Reclassify: general_rate → productivity_metric,0.8
39,12.0,percentage,2024,general_rate,adoption_metric,realizing value at each stage of ai readiness 3% exploring 12% planning 23% implementing 61% scaling...,,,,Reclassify: general_rate → adoption_metric,0.8
40,61.0,percentage,2024,general_rate,adoption_metric,of ai readiness 3% exploring 12% planning 23% implementing 61% scaling 96% realizing figure 4: focus...,,,,Reclassify: general_rate → adoption_metric,0.8
41,80.0,percentage,2024,general_rate,adoption_metric,e value from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementin...,,,,Reclassify: general_rate → adoption_metric,0.8
42,40.0,percentage,2024,general_rate,adoption_metric,from ai efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planni...,,,,Reclassify: general_rate → adoption_metric,0.8
43,0.0,percentage,2024,general_rate,adoption_metric,efficiency and cost focus growth focus 100% 80% 60% 40% 20% 0% exploring implementing planning reali...,,,,Reclassify: general_rate → adoption_metric,0.8
46,5.0,percentage,2024,general_rate,adoption_metric,n and commitment to ai 100% 80% 60% 40% 20% 0% 1% exploring 5% planning 21% implementing 81% scaling...,,,,Reclassify: general_rate → adoption_metric,0.8
48,18.0,percentage,2024,general_rate,adoption_metric,cer 64% in the “realizing” stage 36% in the “scaling” stage 18% in the “implementing” stage 9% in th...,,,,Reclassify: general_rate → adoption_metric,0.8
49,9.0,percentage,2024,general_rate,adoption_metric,36% in the “scaling” stage 18% in the “implementing” stage 9% in the “planning” stage 6% in the “exp...,,,,Reclassify: general_rate → adoption_metric,0.8
52,7.0,percentage,2024,general_rate,adoption_metric,"ics departments where 61% are deploying ai. however, only 7% of organizations in the financial servi...",financial services,,,Reclassify: general_rate → adoption_metric,0.8
54,10.0,percentage,2024,general_rate,adoption_metric,g functions driving adoption. 21% have a chief ai officer 10% see consistently high roi from ai ai s...,,,,Reclassify: general_rate → adoption_metric,0.8
55,70.0,percentage,2024,general_rate,adoption_metric,ustomer experience. among financial services organizations: 70% are currently using big data analyti...,financial services,,,Reclassify: general_rate → adoption_metric,0.8
