original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
4248,44.0,percentage,2025,growth_rate,"lab of a large u.s. firm. ai-assisted researchers discover 44% more materials, resulting in a 39% in...",Passed all validation checks,0.85,KEEP,
4249,39.0,percentage,2025,growth_rate,"ted researchers discover 44% more materials, resulting in a 39% increase in patent filings and a 17%...",Passed all validation checks,0.85,KEEP,
4250,17.0,percentage,2025,growth_rate,"erials, resulting in a 39% increase in patent filings and a 17% rise in downstream product in- novat...",Passed all validation checks,0.85,KEEP,
4251,57.0,percentage,2025,percentages,"e mechanisms behind these results, i show that ai automates 57% of “idea-generation” tasks, realloca...",Passed all validation checks,0.85,KEEP,
4252,82.0,percentage,2025,cost,"idence reveals that these gains come at a cost, however, as 82% of scientists report reduced satisfa...",Passed all validation checks,0.85,KEEP,
4253,44.0,percentage,2025,percentages,ing and product innovation. ai-assisted scientists discover 44% more materials. these compounds poss...,Duplicate record (keeping first occurrence),0.9,REMOVE,4248.0
4254,39.0,percentage,2025,growth_rate,"also improves quality. this influx of materials leads to a 39% increase in patent filings and, sever...",Duplicate record (keeping first occurrence),0.9,REMOVE,4249.0
4255,17.0,percentage,2025,growth_rate,"39% increase in patent filings and, several months later, a 17% rise in product prototypes incorpora...",Duplicate record (keeping first occurrence),0.9,REMOVE,4250.0
4256,15.0,percentage,2025,cost,"nting for input costs, the tool boosts r&d efficiency by 13-15%. these results have two implications...",Passed all validation checks,0.85,KEEP,
4257,81.0,percentage,2025,growth_rate,"mal gains, the output of top-decile scientists increases by 81%. consequently, 90:10 performance ine...",Passed all validation checks,0.85,KEEP,
4258,16.0,percentage,2025,percentages,onceptualizing potential materials. this falls to less than 16% after the tool’s introduction. meanw...,Passed all validation checks,0.85,KEEP,
4259,74.0,percentage,2025,growth_rate,"hile, time spent assessing candidate materials increases by 74%. ai therefore has countervailing eff...",Passed all validation checks,0.85,KEEP,
4260,3.0,percentage,2025,percentages,my sample—excluded from the primary analysis—the lab fired 3% of its researchers. consistent with th...,Passed all validation checks,0.85,KEEP,
4261,83.0,percentage,2025,percentages,"ab fired 3% of its researchers. consistent with the theory, 83% of these scientists were in the bott...",Passed all validation checks,0.85,KEEP,
4262,44.0,percentage,2025,percentages,these questions using the survey. researchers experience a 44% reduction in satisfaction with the co...,Duplicate record (keeping first occurrence),0.9,REMOVE,4248.0
4263,82.0,percentage,2025,percentages,"is negative effect, especially for high-ability scientists, 82% of researchers see an overall declin...",Duplicate record (keeping first occurrence),0.9,REMOVE,4252.0
4264,71.0,percentage,2025,percentages,"tly, the number of researchers planning to reskill rises by 71%. these findings show that hands-on e...",Passed all validation checks,0.85,KEEP,
4265,80.0,percentage,2025,percentages,"so my analysis focuses on filings. historically, more than 80% of the lab’s applications have been a...",Passed all validation checks,0.85,KEEP,
4266,64.0,percentage,2025,percentages,"efore based solely on the crystals in my sample, comprising 64% of all materials. appendix b.2 descr...",Passed all validation checks,0.85,KEEP,
4267,80.0,percentage,2025,percentages,"s on filings rather than approvals. historically, more than 80% of the lab’s applications have been ...",Duplicate record (keeping first occurrence),0.9,REMOVE,4265.0
4268,6.28,percentage,2025,percentages,"contain an average of 544 technical bigrams. out of these, 6.28% are classified as new terms. append...",Passed all validation checks,0.85,KEEP,
4269,44.0,percentage,2025,percentages,’s plans regarding future ai use. i received 447 responses (44%). this response rate is relatively h...,Duplicate record (keeping first occurrence),0.9,REMOVE,4248.0
4270,35.0,percentage,2022,percentages,"ian paper in a top economics journal has a response rate of 35% (dutz et al., 2022) and for surveys ...",Passed all validation checks,0.85,KEEP,
4271,10.0,percentage,2022,percentages,"et al., 2022) and for surveys of scientists it can be below 10% (hill and stein, 2024; myers et al.,...",Passed all validation checks,0.85,KEEP,
4272,60.0,percentage,2025,percentages,"tive output. scientists are highly educated, with more than 60% holding a phd, and have worked at th...",Passed all validation checks,0.85,KEEP,
4273,44.0,percentage,2025,growth_rate,"of the sample. on average, ai-assisted scientists discover 44% more materials, leading to a 39% incr...",Duplicate record (keeping first occurrence),0.9,REMOVE,4248.0
4274,39.0,percentage,2025,growth_rate,"sisted scientists discover 44% more materials, leading to a 39% increase in patent filings and a 17%...",Duplicate record (keeping first occurrence),0.9,REMOVE,4249.0
4275,17.0,percentage,2025,growth_rate,"aterials, leading to a 39% increase in patent filings and a 17% rise in product prototypes. to inves...",Duplicate record (keeping first occurrence),0.9,REMOVE,4250.0
4276,95.0,percentage,2025,percentages,"ions include team and month fixed 16 effects, and i report 95% confidence intervals based on standar...",Passed all validation checks,0.85,KEEP,
4277,44.1,percentage,2025,percentages,product prototypes 0 10 20 30 40 50 60 treatment effect (%) 44.1% [p<0.000] 39.4% [p<0.000] 17.2% [p...,Passed all validation checks,0.85,KEEP,
4278,39.4,percentage,2025,percentages,es 0 10 20 30 40 50 60 treatment effect (%) 44.1% [p<0.000] 39.4% [p<0.000] 17.2% [p<0.001] b. event...,Passed all validation checks,0.85,KEEP,
4279,17.2,percentage,2025,percentages,50 60 treatment effect (%) 44.1% [p<0.000] 39.4% [p<0.000] 17.2% [p<0.001] b. event study estimates ...,Passed all validation checks,0.85,KEEP,
4280,95.0,percentage,2025,percentages,cifications include team and month fixed effects and report 95% confidence intervals based on standa...,Duplicate record (keeping first occurrence),0.9,REMOVE,4276.0
4281,4.0,percentage,2025,percentages,"ective, the lab’s research output per scientist declined by 4% over the preceding five years. this w...",Passed all validation checks,0.85,KEEP,
4282,13.0,percentage,2025,growth_rate,"or atomic properties, the tool increases average quality by 13% and raises the proportion of top-dec...",Passed all validation checks,0.85,KEEP,
4283,9.0,percentage,2025,percentages,statistically significant improvements in average quality (9%) and the proportion of high-quality ma...,Passed all validation checks,0.85,KEEP,
4284,10.0,percentage,2025,percentages,le properties index overall quality index average share top 10% average share top 10% average share ...,Passed all validation checks,0.85,KEEP,
4285,10.0,percentage,2025,percentages,erall quality index average share top 10% average share top 10% average share top 10% (1) (2) (3) (4...,Duplicate record (keeping first occurrence),0.9,REMOVE,4284.0
