original_id,value,unit,year,current_metric_type,new_metric_type,context_preview,sector,country,company_size,reason,confidence
195,33.0,percentage,2024,general_rate,productivity_metric,[7] argue that ai could increase aggregate productivity by 33% over 20 years through its impact on k...,,,,Reclassify: general_rate → productivity_metric,0.8
197,6.8,percentage,2024,general_rate,employment_metric,"ease in sales per worker. conversely, ref. [20] estimated a 6.8% increase in sales per worker for fi...",,,,Reclassify: general_rate → employment_metric,0.8
198,4.4,percentage,2024,general_rate,productivity_metric,"innovating in ai technologies, while [5] put this number at 4.4%. 2.2. measurement challenges and th...",technology,,,Reclassify: general_rate → productivity_metric,0.8
200,59.0,percentage,2024,general_rate,productivity_metric,"onal efficiency, enabling business professionals to produce 59% more documents per hour and programm...",,,,Reclassify: general_rate → productivity_metric,0.8
206,12.02,percentage,2024,general_rate,adoption_metric,+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 12.02% 41+ 18.88% rate the level of ai i...,,,,Reclassify: general_rate → adoption_metric,0.8
207,18.88,percentage,2024,general_rate,adoption_metric,58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 12.02% 41+ 18.88% rate the level of ai integration ...,,,,Reclassify: general_rate → adoption_metric,0.8
209,42.06,percentage,2024,general_rate,employment_metric,"le 1–4 scale, 4 for all the time) never 17.17% occasionally 42.06% often 31.76% all the time 9.01% e...",,,,Reclassify: general_rate → employment_metric,0.8
210,9.01,percentage,2024,general_rate,employment_metric,"never 17.17% occasionally 42.06% often 31.76% all the time 9.01% electronics 2024, 13, 3758 8 of 29 ...",,,,Reclassify: general_rate → employment_metric,0.8
216,36.48,percentage,2024,general_rate,adoption_metric,disagree 15.88% disagree 28.76% neither agree nor disagree 36.48% agree 14.16% strongly agree 4.72% ...,,,,Reclassify: general_rate → adoption_metric,0.8
224,3.4,percentage,2024,general_rate,adoption_metric,"y change. query 9, for instance, demonstrates a starkly low 3.4% probability of productivity change ...",,,,Reclassify: general_rate → adoption_metric,0.8
