original_id,value,unit,year,metric_type,context_preview,reason,confidence
199,126.0,percentage,2024,general_rate,"produce 59% more documents per hour and programmers to code 126% more projects per week [20,21]. 2.4...",general_rate - needs manual review,0.5
201,80.0,percentage,2024,general_rate,". • zβ is the z-value for the desired power (e.g., 0.84 for 80% power). • p is the estimated proport...",general_rate - needs manual review,0.5
202,2.58,percentage,2024,general_rate,"rcentage what is your age? age (1–6 scale, 6 for 41+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21...",general_rate - needs manual review,0.5
203,22.75,percentage,2024,general_rate,"t is your age? age (1–6 scale, 6 for 41+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 1...",general_rate - needs manual review,0.5
207,42.06,percentage,2024,general_rate,"le 1–4 scale, 4 for all the time) never 17.17% occasionally 42.06% often 31.76% all the time 9.01% e...",general_rate - needs manual review,0.5
208,9.01,percentage,2024,general_rate,"never 17.17% occasionally 42.06% often 31.76% all the time 9.01% electronics 2024, 13, 3758 8 of 29 ...",general_rate - needs manual review,0.5
209,46.78,percentage,2024,general_rate,"uctivity_change_percentage (1–5 scale, 5 for 80–100%) 0–20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80...",general_rate - needs manual review,0.5
210,26.18,percentage,2024,general_rate,"e_percentage (1–5 scale, 5 for 80–100%) 0–20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80% 7.73% 80–100...",general_rate - needs manual review,0.5
211,0.86,percentage,2024,general_rate,20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80% 7.73% 80–100% 0.86% for how many years have you been w...,general_rate - needs manual review,0.5
213,15.88,percentage,2024,general_rate,"reation (1–5 scale, 5 for strongly agree) strongly disagree 15.88% disagree 28.76% neither agree nor...",general_rate - needs manual review,0.5
215,66.95,percentage,2024,general_rate,"nerships) partnerships_experience (0–2 scale, 2 for yes) no 66.95% unsure 27.47% yes 5.58% to what e...",general_rate - needs manual review,0.5
216,5.58,percentage,2024,general_rate,"perience (0–2 scale, 2 for yes) no 66.95% unsure 27.47% yes 5.58% to what extent do you agree with t...",general_rate - needs manual review,0.5
217,0.0,percentage,2024,general_rate,"es (1–5, 5 for significant improvement) significant decline 0.00% slight decline 2.15% no change 56....",general_rate - needs manual review,0.5
218,2.15,percentage,2024,general_rate,icant improvement) significant decline 0.00% slight decline 2.15% no change 56.65% slight improvemen...,general_rate - needs manual review,0.5
219,0.43,percentage,2024,general_rate,residence austria 0.86% belgium 4.29% canada 3.00% croatia 0.43% denmark 0.43% finland 1.29% france ...,general_rate - needs manual review,0.5
