original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
195,33.0,percentage,2024,general_rate,[7] argue that ai could increase aggregate productivity by 33% over 20 years through its impact on k...,Reclassify: general_rate → productivity_metric,0.8,MODIFY,
196,8.0,percentage,2024,general_rate,german firms introducing new products or processes by about 8%. babina et al. [19] reported signific...,Passed all validation checks,0.85,KEEP,
197,6.8,percentage,2024,general_rate,"ease in sales per worker. conversely, ref. [20] estimated a 6.8% increase in sales per worker for fi...",Reclassify: general_rate → employment_metric,0.8,MODIFY,
198,4.4,percentage,2024,general_rate,"innovating in ai technologies, while [5] put this number at 4.4%. 2.2. measurement challenges and th...",Reclassify: general_rate → productivity_metric,0.8,MODIFY,
199,13.8,percentage,2024,general_rate,"customer service, with ai-assisted support agents handling 13.8% more inquiries per hour [24]. autom...",Passed all validation checks,0.85,KEEP,
200,59.0,percentage,2024,general_rate,"onal efficiency, enabling business professionals to produce 59% more documents per hour and programm...",Reclassify: general_rate → productivity_metric,0.8,MODIFY,
201,126.0,percentage,2024,general_rate,"produce 59% more documents per hour and programmers to code 126% more projects per week [20,21]. 2.4...",Passed all validation checks,0.85,KEEP,
202,95.0,percentage,2024,general_rate,"z-value for the desired level of confidence (e.g., 1.96 for 95% confidence). • zβ is the z-value for...",Passed all validation checks,0.85,KEEP,
203,80.0,percentage,2024,general_rate,". • zβ is the z-value for the desired power (e.g., 0.84 for 80% power). • p is the estimated proport...",Passed all validation checks,0.85,KEEP,
204,2.58,percentage,2024,general_rate,"rcentage what is your age? age (1–6 scale, 6 for 41+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21...",Passed all validation checks,0.85,KEEP,
205,22.75,percentage,2024,general_rate,"t is your age? age (1–6 scale, 6 for 41+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 1...",Passed all validation checks,0.85,KEEP,
206,12.02,percentage,2024,general_rate,+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 12.02% 41+ 18.88% rate the level of ai i...,Reclassify: general_rate → adoption_metric,0.8,MODIFY,
207,18.88,percentage,2024,general_rate,58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 12.02% 41+ 18.88% rate the level of ai integration ...,Reclassify: general_rate → adoption_metric,0.8,MODIFY,
208,53.22,percentage,2024,general_rate,doctorate) high school 18.88% undergraduate 20.60% graduate 53.22% doctorate 7.30% you currently use...,Passed all validation checks,0.85,KEEP,
209,42.06,percentage,2024,general_rate,"le 1–4 scale, 4 for all the time) never 17.17% occasionally 42.06% often 31.76% all the time 9.01% e...",Reclassify: general_rate → employment_metric,0.8,MODIFY,
210,9.01,percentage,2024,general_rate,"never 17.17% occasionally 42.06% often 31.76% all the time 9.01% electronics 2024, 13, 3758 8 of 29 ...",Reclassify: general_rate → employment_metric,0.8,MODIFY,
211,46.78,percentage,2024,general_rate,"uctivity_change_percentage (1–5 scale, 5 for 80–100%) 0–20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80...",Passed all validation checks,0.85,KEEP,
212,26.18,percentage,2024,general_rate,"e_percentage (1–5 scale, 5 for 80–100%) 0–20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80% 7.73% 80–100...",Passed all validation checks,0.85,KEEP,
213,0.86,percentage,2024,general_rate,20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80% 7.73% 80–100% 0.86% for how many years have you been w...,Passed all validation checks,0.85,KEEP,
214,3.0,percentage,2024,general_rate,52.36% 1–2 years 32.62% 2–5 years 12.02% more than 5 years 3.00% has your organization provided any ...,Passed all validation checks,0.85,KEEP,
215,15.88,percentage,2024,general_rate,"reation (1–5 scale, 5 for strongly agree) strongly disagree 15.88% disagree 28.76% neither agree nor...",Passed all validation checks,0.85,KEEP,
216,36.48,percentage,2024,general_rate,disagree 15.88% disagree 28.76% neither agree nor disagree 36.48% agree 14.16% strongly agree 4.72% ...,Reclassify: general_rate → adoption_metric,0.8,MODIFY,
217,66.95,percentage,2024,general_rate,"nerships) partnerships_experience (0–2 scale, 2 for yes) no 66.95% unsure 27.47% yes 5.58% to what e...",Passed all validation checks,0.85,KEEP,
218,5.58,percentage,2024,general_rate,"perience (0–2 scale, 2 for yes) no 66.95% unsure 27.47% yes 5.58% to what extent do you agree with t...",Passed all validation checks,0.85,KEEP,
219,0.0,percentage,2024,general_rate,"es (1–5, 5 for significant improvement) significant decline 0.00% slight decline 2.15% no change 56....",Passed all validation checks,0.85,KEEP,
220,2.15,percentage,2024,general_rate,icant improvement) significant decline 0.00% slight decline 2.15% no change 56.65% slight improvemen...,Passed all validation checks,0.85,KEEP,
221,0.43,percentage,2024,general_rate,residence austria 0.86% belgium 4.29% canada 3.00% croatia 0.43% denmark 0.43% finland 1.29% france ...,Passed all validation checks,0.85,KEEP,
222,1.29,percentage,2024,general_rate,gium 4.29% canada 3.00% croatia 0.43% denmark 0.43% finland 1.29% france 4.29% freelancer 0.43% germ...,Passed all validation checks,0.85,KEEP,
223,1.72,percentage,2024,general_rate,dence poland 14.59% portugal 18.45% romania 16.74% slovenia 1.72% spain 2.15% sweden 0.86% switzerla...,Passed all validation checks,0.85,KEEP,
224,3.4,percentage,2024,general_rate,"y change. query 9, for instance, demonstrates a starkly low 3.4% probability of productivity change ...",Reclassify: general_rate → adoption_metric,0.8,MODIFY,
225,15.7,billions_usd,2030,financial_metric,"(pwc) report predicted that ai could increase global gdp by $15.7 trillion between 2018 and 2030, wi...",Passed all validation checks,0.85,KEEP,
226,233.0,millions_usd,2024,employment_metric,ne learning models and bayesian network analysis. data from 233 employees across various industries ...,Financial units should not appear with employment metrics,0.95,REMOVE,
227,2024.0,number,2024,unknown_metric,"insights from a comprehensive survey analysis. electronics 2024, 13, 3758. https:// doi.org/10.3390/...",Passed all validation checks,0.85,KEEP,
228,8.0,percentage,2024,revenue_metric,"8% increase in sales per worker for firms innovating in ai technologies, while [5] put this
number ...",Duplicate record (keeping first occurrence),0.9,REMOVE,196.0
229,72.0,percentage,2024,revenue_metric,"72%
sales
0",Passed all validation checks,0.85,KEEP,
230,60.0,percentage,2024,labor_metric,"60%
in your opinion, how well-prepared is your
organization to adapt to future ai-driven changes i...",Passed all validation checks,0.85,KEEP,
231,1.0,billions_usd,2024,training_metric,"ai_integration_level (scale 1–10)
scale
numeric
on a scale of 1–10, how would you rate the comple...",Passed all validation checks,0.85,KEEP,
232,10.0,billions_usd,2024,training_metric,"ai_integration_level (scale 1–10)
scale
numeric
on a scale of 1–10, how would you rate the comple...",Passed all validation checks,0.85,KEEP,
233,0.0,percentage,2024,training_metric,"00%
has your organization provided any ai-related
training or education programs for its employees...",Duplicate record (keeping first occurrence),0.9,REMOVE,219.0
234,0.0,percentage,2024,energy_metric,"00%
energy sector
1",Duplicate record (keeping first occurrence),0.9,REMOVE,219.0
235,80.0,percentage,2024,energy_metric,84 for 80% power),Duplicate record (keeping first occurrence),0.9,REMOVE,203.0
236,6.8,percentage,2024,impact_metrics,"rademarks associated with ai but no increase in sales per worker. conversely, ref. [20] estimated a ...",Duplicate record (keeping first occurrence),0.9,REMOVE,197.0
4349,33.0,percentage,2024,general_rate,[7] argue that ai could increase aggregate productivity by 33% over 20 years through its impact on k...,Duplicate record (keeping first occurrence),0.9,REMOVE,195.0
4350,8.0,percentage,2024,general_rate,german firms introducing new products or processes by about 8%. babina et al. [19] reported signific...,Duplicate record (keeping first occurrence),0.9,REMOVE,196.0
4351,6.8,percentage,2024,general_rate,"ease in sales per worker. conversely, ref. [20] estimated a 6.8% increase in sales per worker for fi...",Duplicate record (keeping first occurrence),0.9,REMOVE,197.0
4352,4.4,percentage,2024,general_rate,"innovating in ai technologies, while [5] put this number at 4.4%. 2.2. measurement challenges and th...",Duplicate record (keeping first occurrence),0.9,REMOVE,198.0
4353,13.8,percentage,2024,general_rate,"customer service, with ai-assisted support agents handling 13.8% more inquiries per hour [24]. autom...",Duplicate record (keeping first occurrence),0.9,REMOVE,199.0
4354,59.0,percentage,2024,general_rate,"onal efficiency, enabling business professionals to produce 59% more documents per hour and programm...",Duplicate record (keeping first occurrence),0.9,REMOVE,200.0
4355,126.0,percentage,2024,general_rate,"produce 59% more documents per hour and programmers to code 126% more projects per week [20,21]. 2.4...",Duplicate record (keeping first occurrence),0.9,REMOVE,201.0
4356,95.0,percentage,2024,general_rate,"z-value for the desired level of confidence (e.g., 1.96 for 95% confidence). • zβ is the z-value for...",Duplicate record (keeping first occurrence),0.9,REMOVE,202.0
4357,80.0,percentage,2024,general_rate,". • zβ is the z-value for the desired power (e.g., 0.84 for 80% power). • p is the estimated proport...",Duplicate record (keeping first occurrence),0.9,REMOVE,203.0
4358,2.58,percentage,2024,general_rate,"rcentage what is your age? age (1–6 scale, 6 for 41+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21...",Duplicate record (keeping first occurrence),0.9,REMOVE,204.0
4359,22.75,percentage,2024,general_rate,"t is your age? age (1–6 scale, 6 for 41+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 1...",Duplicate record (keeping first occurrence),0.9,REMOVE,205.0
4360,12.02,percentage,2024,general_rate,+) 18–20 2.58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 12.02% 41+ 18.88% rate the level of ai i...,Duplicate record (keeping first occurrence),0.9,REMOVE,206.0
4361,18.88,percentage,2024,general_rate,58% 21–25 22.75% 26–30 22.75% 31–35 21.03% 36–40 12.02% 41+ 18.88% rate the level of ai integration ...,Duplicate record (keeping first occurrence),0.9,REMOVE,207.0
4362,53.22,percentage,2024,general_rate,doctorate) high school 18.88% undergraduate 20.60% graduate 53.22% doctorate 7.30% you currently use...,Duplicate record (keeping first occurrence),0.9,REMOVE,208.0
4363,42.06,percentage,2024,general_rate,"le 1–4 scale, 4 for all the time) never 17.17% occasionally 42.06% often 31.76% all the time 9.01% e...",Duplicate record (keeping first occurrence),0.9,REMOVE,209.0
4364,9.01,percentage,2024,general_rate,"never 17.17% occasionally 42.06% often 31.76% all the time 9.01% electronics 2024, 13, 3758 8 of 29 ...",Duplicate record (keeping first occurrence),0.9,REMOVE,210.0
4365,46.78,percentage,2024,general_rate,"uctivity_change_percentage (1–5 scale, 5 for 80–100%) 0–20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80...",Duplicate record (keeping first occurrence),0.9,REMOVE,211.0
4366,26.18,percentage,2024,general_rate,"e_percentage (1–5 scale, 5 for 80–100%) 0–20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80% 7.73% 80–100...",Duplicate record (keeping first occurrence),0.9,REMOVE,212.0
4367,0.86,percentage,2024,general_rate,20% 46.78% 20–40% 26.18% 40–60% 18.45% 60–80% 7.73% 80–100% 0.86% for how many years have you been w...,Duplicate record (keeping first occurrence),0.9,REMOVE,213.0
4368,3.0,percentage,2024,general_rate,52.36% 1–2 years 32.62% 2–5 years 12.02% more than 5 years 3.00% has your organization provided any ...,Duplicate record (keeping first occurrence),0.9,REMOVE,214.0
4369,15.88,percentage,2024,general_rate,"reation (1–5 scale, 5 for strongly agree) strongly disagree 15.88% disagree 28.76% neither agree nor...",Duplicate record (keeping first occurrence),0.9,REMOVE,215.0
4370,36.48,percentage,2024,general_rate,disagree 15.88% disagree 28.76% neither agree nor disagree 36.48% agree 14.16% strongly agree 4.72% ...,Duplicate record (keeping first occurrence),0.9,REMOVE,216.0
4371,66.95,percentage,2024,general_rate,"nerships) partnerships_experience (0–2 scale, 2 for yes) no 66.95% unsure 27.47% yes 5.58% to what e...",Duplicate record (keeping first occurrence),0.9,REMOVE,217.0
4372,5.58,percentage,2024,general_rate,"perience (0–2 scale, 2 for yes) no 66.95% unsure 27.47% yes 5.58% to what extent do you agree with t...",Duplicate record (keeping first occurrence),0.9,REMOVE,218.0
4373,0.0,percentage,2024,general_rate,"es (1–5, 5 for significant improvement) significant decline 0.00% slight decline 2.15% no change 56....",Duplicate record (keeping first occurrence),0.9,REMOVE,219.0
4374,2.15,percentage,2024,general_rate,icant improvement) significant decline 0.00% slight decline 2.15% no change 56.65% slight improvemen...,Duplicate record (keeping first occurrence),0.9,REMOVE,220.0
4375,0.43,percentage,2024,general_rate,residence austria 0.86% belgium 4.29% canada 3.00% croatia 0.43% denmark 0.43% finland 1.29% france ...,Duplicate record (keeping first occurrence),0.9,REMOVE,221.0
4376,1.29,percentage,2024,general_rate,gium 4.29% canada 3.00% croatia 0.43% denmark 0.43% finland 1.29% france 4.29% freelancer 0.43% germ...,Duplicate record (keeping first occurrence),0.9,REMOVE,222.0
4377,1.72,percentage,2024,general_rate,dence poland 14.59% portugal 18.45% romania 16.74% slovenia 1.72% spain 2.15% sweden 0.86% switzerla...,Duplicate record (keeping first occurrence),0.9,REMOVE,223.0
4378,3.4,percentage,2024,general_rate,"y change. query 9, for instance, demonstrates a starkly low 3.4% probability of productivity change ...",Duplicate record (keeping first occurrence),0.9,REMOVE,224.0
4379,15.7,billions_usd,2030,financial_metric,"(pwc) report predicted that ai could increase global gdp by $15.7 trillion between 2018 and 2030, wi...",Duplicate record (keeping first occurrence),0.9,REMOVE,225.0
4380,233.0,millions_usd,2024,employment_metric,ne learning models and bayesian network analysis. data from 233 employees across various industries ...,Duplicate record (keeping first occurrence),0.9,REMOVE,226.0
4381,2024.0,number,2024,unknown_metric,"insights from a comprehensive survey analysis. electronics 2024, 13, 3758. https:// doi.org/10.3390/...",Duplicate record (keeping first occurrence),0.9,REMOVE,227.0
4382,8.0,percentage,2024,revenue_metric,"8% increase in sales per worker for firms innovating in ai technologies, while [5] put this
number ...",Duplicate record (keeping first occurrence),0.9,REMOVE,196.0
4383,72.0,percentage,2024,revenue_metric,"72%
sales
0",Duplicate record (keeping first occurrence),0.9,REMOVE,229.0
4384,60.0,percentage,2024,labor_metric,"60%
in your opinion, how well-prepared is your
organization to adapt to future ai-driven changes i...",Duplicate record (keeping first occurrence),0.9,REMOVE,230.0
4385,1.0,billions_usd,2024,training_metric,"ai_integration_level (scale 1–10)
scale
numeric
on a scale of 1–10, how would you rate the comple...",Duplicate record (keeping first occurrence),0.9,REMOVE,231.0
4386,10.0,billions_usd,2024,training_metric,"ai_integration_level (scale 1–10)
scale
numeric
on a scale of 1–10, how would you rate the comple...",Duplicate record (keeping first occurrence),0.9,REMOVE,232.0
4387,0.0,percentage,2024,training_metric,"00%
has your organization provided any ai-related
training or education programs for its employees...",Duplicate record (keeping first occurrence),0.9,REMOVE,219.0
