original_id,value,unit,year,metric_type,context_preview,reason,kept_record_id,confidence
809,0.0,percentage,2024,general_rate,ct management 1 2 3 4 5 6 7 8 quarters since ga 30% 20% 10% 0% 10% 20% 30% % relative to baseline no...,Duplicate record (keeping first occurrence),808,0.9
5245,96.0,percentage,2024,general_rate,"gly critical part of the modern economy, to the point where 96% of corporate codebases contain some ...",Duplicate record (keeping first occurrence),791,0.9
5246,78.81,percentage,2024,general_rate,"he engagement platform 6sense, github had a market share of 78.81% on march 18, 2024. further, 93% o...",Duplicate record (keeping first occurrence),792,0.9
5247,16.0,percentage,2024,general_rate,eloper uses copilot for approximately 8 days and on average 16% of the top developers use copilot at...,Duplicate record (keeping first occurrence),793,0.9
5248,3.0,percentage,2023,general_rate,"june 2023. during each week, usage is relatively low, with 3% weekly exposure and 0.17 days of copil...",Duplicate record (keeping first occurrence),794,0.9
5249,44.0,percentage,2024,general_rate,re- sponse to ai adoption. the average developer allocates 44% of their engagement towards coding an...,Duplicate record (keeping first occurrence),795,0.9
5250,37.0,percentage,2024,general_rate,"loper allocates 44% of their engagement towards coding and, 37% towards project management.16 finall...",Duplicate record (keeping first occurrence),796,0.9
5251,321.0,percentage,2024,general_rate,"for the cross-section, we observe an increase of 6.90 days (321% relative to the baseline) overall i...",Duplicate record (keeping first occurrence),797,0.9
5252,61.2,percentage,2024,general_rate,l in ai adoption and an increase of 6.14 percentage points (61.2% relative to the baseline) of devel...,Duplicate record (keeping first occurrence),798,0.9
5253,223.0,percentage,2024,general_rate,". for the panel, we find an increase of 0.12 days per week (223% relative to the baseline) and an ex...",Duplicate record (keeping first occurrence),799,0.9
5254,12.4,percentage,2024,general_rate,rcentage of all activity increase by 5.4 percentage points (12.4% relative to the baseline) while pr...,Duplicate record (keeping first occurrence),800,0.9
5255,24.9,percentage,2024,general_rate,a percentage of all activity drops by 10 percentage points (24.9% relative to the baseline). this in...,Duplicate record (keeping first occurrence),801,0.9
5256,10.0,percentage,2024,general_rate,"the peak of the third quarter where effects increases up to 10% and 27% in absolute terms, respectiv...",Duplicate record (keeping first occurrence),802,0.9
5257,21.8,percentage,2024,general_rate,e their cumulative exposure to new programming languages by 21.8% relative to the baseline. we also ...,Duplicate record (keeping first occurrence),803,0.9
5258,1.4,percentage,2024,general_rate,ers to experiment with programming languages that command a 1.4% higher salary relative to a baselin...,Duplicate record (keeping first occurrence),804,0.9
5259,50.0,percentage,2024,general_rate,"tivities are also occurring. as such, we expect that around 50% of the activity of highly active pro...",Duplicate record (keeping first occurrence),805,0.9
5260,7.0,percentage,2023,general_rate,"hs, goldman. 2023. “generative ai could raise global gdp by 7%.” goldmansachs.com . stack overflow. ...",Duplicate record (keeping first occurrence),806,0.9
5261,30.0,percentage,2024,general_rate,two years panel a: coding 1 2 3 4 5 6 7 8 quarters since ga 30% 20% 10% 0% 10% 20% 30% % relative to...,Duplicate record (keeping first occurrence),807,0.9
5262,0.0,percentage,2024,general_rate,nel a: coding 1 2 3 4 5 6 7 8 quarters since ga 30% 20% 10% 0% 10% 20% 30% % relative to baseline pa...,Duplicate record (keeping first occurrence),808,0.9
5263,0.0,percentage,2024,general_rate,ct management 1 2 3 4 5 6 7 8 quarters since ga 30% 20% 10% 0% 10% 20% 30% % relative to baseline no...,Duplicate record (keeping first occurrence),808,0.9
5264,1.0,percentage,2024,general_rate,0.05 64 table c6: windsorization coding project management 1% 5% 10% 1% 5% 10% 1(eligible) 0.058∗∗∗ ...,Duplicate record (keeping first occurrence),810,0.9
5265,5.0,percentage,2024,general_rate,5 64 table c6: windsorization coding project management 1% 5% 10% 1% 5% 10% 1(eligible) 0.058∗∗∗ 0.0...,Duplicate record (keeping first occurrence),811,0.9
5266,10.0,billions_usd,2024,financial_metric,"nd later for 30 days. after the trial period, they must pay $10 per month (or $100 dollars per year)...",Duplicate record (keeping first occurrence),812,0.9
5267,100.0,billions_usd,2024,financial_metric,"ys. after the trial period, they must pay $10 per month (or $100 dollars per year) for continued acc...",Duplicate record (keeping first occurrence),813,0.9
5268,0.0,billions_usd,2024,financial_metric,"chnical preview period. students can obtain copilot and pay $0 per month. similarly, github rewards ...",Duplicate record (keeping first occurrence),814,0.9
5269,19.0,billions_usd,2024,financial_metric,r their employee access to copilot with the employer paying $19 per employee for each month.9 in thi...,Duplicate record (keeping first occurrence),815,0.9
5270,119.0,billions_usd,2024,financial_metric,"that command a 1.4% higher salary relative to a baseline of $119,371 (an increase of $1,683). togeth...",Duplicate record (keeping first occurrence),816,0.9
5271,1.0,billions_usd,2024,financial_metric,"r salary relative to a baseline of $119,371 (an increase of $1,683). together, these estimates indic...",Duplicate record (keeping first occurrence),817,0.9
5272,468.0,billions_usd,2024,financial_metric,ve the aggregate value of labor market potential by roughly $468 million per year. while this measur...,Duplicate record (keeping first occurrence),818,0.9
5273,2024.0,number,2025,unknown_metric,"n kevin xu github inc. working paper 25-021 copyright © 2024 and 2025 by manuel hoffmann, sam boysel...",Duplicate record (keeping first occurrence),819,0.9
5274,7.0,percentage,2024,gdp_metric,“generative ai could raise global gdp by 7%,Duplicate record (keeping first occurrence),820,0.9
5276,78.81,percentage,2024,percentages,"he engagement platform 6sense, github had a market share of 78.81% on march 18, 2024. further, 93% o...",Duplicate record (keeping first occurrence),792,0.9
5280,3.0,percentage,2023,adoption_rate,"june 2023. during each week, usage is relatively low, with 3% weekly exposure and 0.17 days of copil...",Duplicate record (keeping first occurrence),794,0.9
5288,321.0,percentage,2025,percentages,"per access, we find very strong effects ranging from 61% to 321% adop- tion, depending on the defini...",Duplicate record (keeping first occurrence),5283,0.9
5292,100.0,percentage,2025,percentages,tically engage in 100% coding but are unlikely to engage in 100% project manage- ment because there ...,Duplicate record (keeping first occurrence),5291,0.9
5301,50.0,percentage,2025,percentages,"ctivity of highly active programmers happens on private and 50% on public repositories. hence, a rea...",Duplicate record (keeping first occurrence),5300,0.9
5302,7.0,percentage,2023,percentages,"hs, goldman. 2023. “generative ai could raise global gdp by 7%.” goldmansachs.com . stack overflow. ...",Duplicate record (keeping first occurrence),806,0.9
5305,10.0,percentage,2025,percentages,s panel a: coding 1 2 3 4 5 6 7 8 quarters since ga 30% 20% 10% 0% 10% 20% 30% % relative to baselin...,Duplicate record (keeping first occurrence),5293,0.9
