original_id,value,unit,year,metric_type,context_preview,reason,confidence,proposed_action,kept_record_id
821,15.0,percentage,2024,general_rate,"r productivity, as measured by issues resolved per hour, by 15% on average, with substantial heterog...",Reclassify: general_rate → productivity_metric,0.8,MODIFY,
822,30.0,percentage,2024,general_rate,"gniﬁ- cantly across all productivity measures, including a 30% increase in the number of issues reso...",Reclassify: general_rate → productivity_metric,0.8,MODIFY,
823,5.0,percentage,2024,general_rate,"r-rich routes to taxi drivers reduces their search time by 5%, with the least experienced drivers be...",Passed all validation checks,0.85,KEEP,
824,60.0,percentage,2024,general_rate,ctive. turnover is high: industry estimates sug- gest that 60% of agents in contact centers leave ea...,Reclassify: general_rate → cost_metric,0.8,MODIFY,
825,20.0,percentage,2024,general_rate,rviewed esti- mated that performance bonuses accounted for 20% to 40% of a typical agent’s total tak...,Reclassify: general_rate → productivity_metric,0.8,MODIFY,
826,40.0,percentage,2024,general_rate,esti- mated that performance bonuses accounted for 20% to 40% of a typical agent’s total take-home p...,Reclassify: general_rate → productivity_metric,0.8,MODIFY,
827,70.0,percentage,2021,general_rate,"rkers with access to ai assistance was only 5%, growing to 70% in january 2021. while our analysis p...",Passed all validation checks,0.85,KEEP,
828,89.0,percentage,2024,general_rate,s in the post-ai period. most of the agents in our sample (89%) are located outside the united state...,Passed all validation checks,0.85,KEEP,
829,23.9,percentage,2024,general_rate,"ss to ai rec- ommendations increases rph by 0.47 chats, up 23.9% from their pretreatment mean of 1.9...",Passed all validation checks,0.85,KEEP,
830,8.5,percentage,2024,general_rate,"ute decrease in the average duration of customer chats, an 8.5% decline from the baseline mean of 43...",Passed all validation checks,0.85,KEEP,
831,80.0,percentage,2024,general_rate,he coefﬁcient is −0.12 per- centage points and the mean is 80%. online appendix figure a.iii present...,Passed all validation checks,0.85,KEEP,
832,36.0,percentage,2024,general_rate,"ile (leftmost side), who see an increase of 0.5 in rph, or 36%. in contrast, ai assistance does not ...",Passed all validation checks,0.85,KEEP,
833,50.0,percentage,2024,general_rate,"adherence rate is 38%, with an interquartile range of 23%–50%: agents frequently disregard rec- omme...",Passed all validation checks,0.85,KEEP,
834,27.0,percentage,2023,general_rate,y of github copilot reports that individual developers use 27%–46% of code recommendations ( zhao 20...,Passed all validation checks,0.85,KEEP,
835,10.0,percentage,2024,general_rate,"rence. among agents in the lowest quintile, we still see a 10% gain in productivity, but for agents ...",Reclassify: general_rate → productivity_metric,0.8,MODIFY,
836,100.0,percentage,2024,general_rate,"ber of chats without recommendations, increasing to almost 100%. records from our ai ﬁrm indicate th...",Passed all validation checks,0.85,KEEP,
837,1.0,percentage,2024,general_rate,tes agent sentiments increase by only 0.02 points or about 1% of a standard deviation. downloaded fr...,Passed all validation checks,0.85,KEEP,
838,6.0,percentage,2024,general_rate,"escalation. relative to a base- line rate of approximately 6%, these coefﬁcients suggest that ai ass...",Passed all validation checks,0.85,KEEP,
839,12.0,percentage,2024,general_rate,"ould ﬁeld the same number of customer- support issues with 12% fewer worker-hours. conversely, in- d...",Reclassify: general_rate → employment_metric,0.8,MODIFY,
840,5.0,billions_usd,2024,financial_metric,"trained on 300 billion tokens, and incurred approximately $5 million in training costs. the gpt-4 mo...",Passed all validation checks,0.85,KEEP,
841,65.0,billions_usd,2023,financial_metric,13 trillion tokens at an estimated computing-only cost of $65 million ( li 2020 ; brown et al. 2020 ...,Passed all validation checks,0.85,KEEP,
842,10.0,billions_usd,2024,financial_metric,"of agents in contact centers leave each year, costing ﬁrms $10,000 to $20,000 per agent in the unite...",Passed all validation checks,0.85,KEEP,
843,20.0,billions_usd,2024,financial_metric,"n contact centers leave each year, costing ﬁrms $10,000 to $20,000 per agent in the united states ( ...",Passed all validation checks,0.85,KEEP,
844,3.0,billions_usd,2024,cost_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Passed all validation checks,0.85,KEEP,
845,175.0,billions_usd,2024,cost_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Passed all validation checks,0.85,KEEP,
846,300.0,billions_usd,2024,cost_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Passed all validation checks,0.85,KEEP,
847,5.0,billions_usd,2024,cost_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),0.9,REMOVE,840.0
848,65.0,billions_usd,2020,cost_metric,"8 trillion parameters and was 
trained on 13 trillion tokens at an estimated computing-only cost 
...",Passed all validation checks,0.85,KEEP,
849,50.0,number,2024,employment_metric,"ata ﬁrm conducted a pilot analysis involving approximately 50 workers, with about half randomized in...",Passed all validation checks,0.85,KEEP,
850,2025.0,number,2025,unknown_metric,"nford univer- sity , mit , or the nber. c ⃝the author(s) 2025. published by oxford university press ...",Citation years should not be metric values,0.95,REMOVE,
851,300.0,billions_usd,2024,ai_cost_metric,"gpt-3 model included 175 billion parameters, was trained on 300 billion tokens, and incurred approxi...",Duplicate record (keeping first occurrence),0.9,REMOVE,846.0
852,15.0,percentage,2024,productivity_metric,"access to ai assistance 
increases worker productivity, as measured by issues resolved per hour, by...",Duplicate record (keeping first occurrence),0.9,REMOVE,821.0
853,60.0,percentage,2018,cost_metric,"turnover is high: industry estimates sug- 
gest that 60% of agents in contact centers leave each ye...",Passed all validation checks,0.85,KEEP,
854,3.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),0.9,REMOVE,844.0
855,175.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),0.9,REMOVE,845.0
856,300.0,billions_usd,2024,tokens_metric,"the 
gpt-3 model included 175 billion parameters, was trained on 300 
billion tokens, and incurred...",Duplicate record (keeping first occurrence),0.9,REMOVE,846.0
