original_id,value,unit,year,metric_type,context_preview,reason,kept_record_id,confidence
1031,0.66,percentage,2025,growth_rate,fp) effects within the next 10 years should be no more than 0.66% in total—or approximately a 0.064%...,Duplicate record (keeping first occurrence),1021.0,0.9
1039,0.53,percentage,2025,percentages,"p and gdp in the next 10 years that can be upper bounded by 0.53% and 0.90%, respectively. new tasks...",Duplicate record (keeping first occurrence),1022.0,0.9
1040,0.9,percentage,2025,percentages,"in the next 10 years that can be upper bounded by 0.53% and 0.90%, respectively. new tasks created w...",Duplicate record (keeping first occurrence),1033.0,0.9
1048,25.0,percentage,2025,percentages,"he activities might be impacted by llm+ (ranging across 0%, 25%, 50%, 75% and 100%). in what follows...",Duplicate record (keeping first occurrence),1045.0,0.9
1052,50.0,percentage,2025,percentages,by ai. i set all tasks that the authors classify as having 50% or less of their activities impacted ...,Duplicate record (keeping first occurrence),1049.0,0.9
1053,20.0,percentage,2025,percentages,a wage bill-weighted share of exposed occupations equal to 20%. i interpret this number to be the sa...,Duplicate record (keeping first occurrence),1027.0,0.9
1054,23.0,percentage,2025,percentages,"e estimates imply that among computer vision-exposed tasks, 23% can be feasibly (and profitably) aut...",Duplicate record (keeping first occurrence),1028.0,0.9
1057,50.0,percentage,2025,cost,bling of gpu capacity will not necessarily translate into a 50% decline in costs in general due to d...,Duplicate record (keeping first occurrence),1049.0,0.9
1062,27.0,percentage,2025,cost,"under these assumptions, the average labor cost savings are 27% (= 0.27). recall that these numbers ...",Duplicate record (keeping first occurrence),1044.0,0.9
1063,0.66,percentage,2025,percentages,"trategy, tfp gains over the next 10 years from ai are about 0.66%—meaning that relative to the basel...",Duplicate record (keeping first occurrence),1021.0,0.9
1064,0.064,percentage,2025,growth_rate,"in 10 years, or annual tfp growth will be higher by around 0.064%. this is a nontrivial, but modest ...",Duplicate record (keeping first occurrence),1032.0,0.9
1066,0.66,percentage,2025,percentages,"0.193, and the 10-year tfp gains would be 0.89%, instead of 0.66%. the only modification that would ...",Duplicate record (keeping first occurrence),1021.0,0.9
1070,0.9,percentage,2025,growth_rate,ngly increase the tfp gains over the next 10 years to about 0.9%. note that even this number is quit...,Duplicate record (keeping first occurrence),1033.0,0.9
1071,10.0,percentage,2025,cost,". note that even this number is quite modest, and moreover, 10% per annum cost declines is quite agg...",Duplicate record (keeping first occurrence),1067.0,0.9
1072,10.0,percentage,2025,cost,"already noted above, even if gpu costs were to decrease by 10% or even 20%, this would not lead to a...",Duplicate record (keeping first occurrence),1067.0,0.9
1073,20.0,percentage,2025,cost,"ed above, even if gpu costs were to decrease by 10% or even 20%, this would not lead to a 10% declin...",Duplicate record (keeping first occurrence),1027.0,0.9
1074,10.0,percentage,2025,cost,"re to decrease by 10% or even 20%, this would not lead to a 10% decline in costs of performing compu...",Duplicate record (keeping first occurrence),1067.0,0.9
1077,14.4,percentage,2025,cost,"no less than 20 years for digital technologies. if so, the 14.4% overall cost reductions may be a si...",Duplicate record (keeping first occurrence),1030.0,0.9
1078,0.66,percentage,2025,growth_rate,"heless, these considerations make me conclude that even the 0.66% increase in tfp within the next 10...",Duplicate record (keeping first occurrence),1021.0,0.9
1079,27.0,percentage,2023,cost,"asks × average cost savings from hard tasks. 30 i take the 27% labor cost savings, from noy and zhan...",Duplicate record (keeping first occurrence),1029.0,0.9
