original_id,value,unit,year,metric_type,context_preview,reason,confidence
1021,0.66,percentage,2025,productivity,conomic effects appear nontrivial but modest—no more than a 0.66% increase in total factor productiv...,Passed all validation checks,0.85
1022,0.53,percentage,2025,percentages,ears are even more modest and are predicted to be less than 0.53%. I also explore AI’s wage and ineq...,Passed all validation checks,0.85
1023,7.0,percentage,2023,growth_rate,"dict big effects on output. Goldman Sachs (2023) predicts a 7% increase in global GDP, equivalent to...",Passed all validation checks,0.85
1024,1.5,percentage,2025,productivity,"7% increase in global GDP, equivalent to $7 trillion, and a 1.5% per annum increase in US productivi...",Passed all validation checks,0.85
1025,100.0,percentage,2024,growth_rate,"1Korinek and Suh (2024) predict a “baseline” GDP growth of 100% over the next 10 years, and also ent...",Passed all validation checks,0.85
1026,300.0,percentage,2025,growth_rate,"ity of much higher “aggressive” AGI growth rates, such as a 300% increase in GDP. Many others are se...",Passed all validation checks,0.85
1027,20.0,percentage,2025,percentages,bill share in the US economy. This calculation implies that 20% of US labor tasks are exposed to AI....,Passed all validation checks,0.85
1028,23.0,percentage,2025,percentages,"te for computer vision tasks that, among all exposed tasks, 23% can be profitably performed by AI (f...",Passed all validation checks,0.85
1029,27.0,percentage,2023,cost,the benefits). I take the average labor cost savings to be 27%—the average of the estimates in Noy a...,Passed all validation checks,0.85
1030,14.4,percentage,2025,cost,"y labor shares, which imply average overall cost savings of 14.4%. This calculation implies that tot...",Passed all validation checks,0.85
1032,0.064,percentage,2025,growth_rate,rs should be no more than 0.66% in total—or approximately a 0.064% increase in TFP growth annually. ...,Passed all validation checks,0.85
1033,0.9,percentage,2025,cost,"her declines in GPU costs, this number still remains around 0.9%. To turn these numbers into GDP est...",Passed all validation checks,0.85
1034,0.93,percentage,2025,percentages,"ment effects incorporated, GDP is also estimated to grow by 0.93% −1.16% over the next 10 years. Whe...",Passed all validation checks,0.85
1035,1.16,percentage,2025,investment,"fects incorporated, GDP is also estimated to grow by 0.93% −1.16% over the next 10 years. When I ass...",Passed all validation checks,0.85
