original_id,value,unit,year,metric_type,context_preview,reason,confidence
98,60.0,percentage,2024,general_rate,ion and creativity (70%) than to automate repetitive tasks (60%) or simplify processes (54%). busine...,Passed all validation checks,0.85
99,54.0,percentage,2024,general_rate,n to automate repetitive tasks (60%) or simplify processes (54%). business leaders know that the bes...,Passed all validation checks,0.85
102,18.0,percentage,2023,general_rate,"dp in 2023. the us is followed by germany ($837 billion or 18% of 2023 gdp), india ($621 billion or ...",Passed all validation checks,0.85
105,5.0,percentage,2024,general_rate,th and social work manufacturing us germany india uk france 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11%...,Passed all validation checks,0.85
106,12.0,percentage,2024,general_rate,social work manufacturing us germany india uk france 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12...,Passed all validation checks,0.85
107,6.0,percentage,2024,general_rate,g us germany india uk france 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4% 14% 7% 5...,Passed all validation checks,0.85
108,20.0,percentage,2024,general_rate,france 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4% 14% 7% 5% 41% 19% 9% 7% 12% 15...,Passed all validation checks,0.85
109,9.0,percentage,2024,general_rate,ce 5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4% 14% 7% 5% 41% 19% 9% 7% 12% 15% 17...,Passed all validation checks,0.85
110,4.0,percentage,2024,general_rate,5% 19% 12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4% 14% 7% 5% 41% 19% 9% 7% 12% 15% 17% 1...,Passed all validation checks,0.85
111,7.0,percentage,2024,general_rate,12% 13% 16% 16% 19% 18% 6% 6% 11% 12% 12% 35% 20% 9% 4% 14% 7% 5% 41% 19% 9% 7% 12% 15% 17% 16% 20% ...,Passed all validation checks,0.85
115,30.0,percentage,2024,general_rate,tion rates by country and business size 52% 56% 42% 36% 44% 30% 68% 63% 42% 42% 48% 25% 36% 34% 24% ...,Passed all validation checks,0.85
116,0.0,percentage,2024,general_rate,52% 56% 42% 36% 44% 30% 68% 63% 42% 42% 48% 25% 36% 34% 24% 0% 10% 20% 30% 40% 50% 60% 70% us german...,Passed all validation checks,0.85
118,177.0,percentage,2024,general_rate,ai literacy skills added by linkedin members increased by 177%. the most frequently added ai literac...,Passed all validation checks,0.85
119,6.6,billions_usd,2024,financial_metric,"f implemented across all work tasks, gai could unlock up to $6.6 trillion in productive capacity for...",Passed all validation checks,0.85
120,4.1,billions_usd,2024,financial_metric,"rom widespread gai adoption, with gai potentially unlocking $4.1 trillion in productive capacity, eq...",Passed all validation checks,0.85
121,837.0,billions_usd,2023,financial_metric,"f the country’s gdp in 2023. the us is followed by germany ($837 billion or 18% of 2023 gdp), india ...",Passed all validation checks,0.85
122,621.0,billions_usd,2023,financial_metric,"lowed by germany ($837 billion or 18% of 2023 gdp), india ($621 billion or 18% of 2023 gdp), the uk ...",Passed all validation checks,0.85
123,532.0,billions_usd,2023,financial_metric,"2023 gdp), india ($621 billion or 18% of 2023 gdp), the uk ($532 billion or 16% of 2023 gdp), and fr...",Passed all validation checks,0.85
129,21.0,number,2024,employment_metric,environmental science. recommendations building our future workforce 21 22 case study: transforming ...,Passed all validation checks,0.85
131,16.0,percentage,2024,growth_metric,"rew 30% faster than overall talent, while supply typically grew by 16% across major economies. as th...",Passed all validation checks,0.85
133,20.0,percentage,2018,growth_metric,"oritize these skills, the significance of people skills has increased by 20% since 2018. as they loo...",Passed all validation checks,0.85
140,62.0,percentage,2024,adoption_metric,"10
businesses in india and the us lead in gai adoption compared to their 
european counterparts
o...",Passed all validation checks,0.85
141,51.0,percentage,2024,adoption_metric,"10
businesses in india and the us lead in gai adoption compared to their 
european counterparts
o...",Passed all validation checks,0.85
143,32.0,percentage,2024,adoption_metric,"10
businesses in india and the us lead in gai adoption compared to their 
european counterparts
o...",Passed all validation checks,0.85
144,36.0,percentage,2024,adoption_metric,"generative ai adoption rates by country and business size
52%
56%
42%
36%
44%
30%
68%
63%
4...",Passed all validation checks,0.85
153,24.0,billions_usd,2024,revenue_metric,"businesses using gai are seeing growth 
and returns in their bottom lines: half 
of the companies ...",Passed all validation checks,0.85
154,63.0,percentage,2024,labor_metric,"among businesses considering the impact of technology 
like gai in their workforce planning, 63% pl...",Passed all validation checks,0.85
155,17.0,percentage,2024,training_metric,"in the uk, 17% of the total 
productive capacity that can be unlocked by gai comes from the educati...",Passed all validation checks,0.85
157,19.0,percentage,2024,training_metric,"other
construction
financial intermediation
wholesale and retail trade
real estate, renting and ...",Passed all validation checks,0.85
163,14.0,percentage,2024,training_metric,"other
construction
financial intermediation
wholesale and retail trade
real estate, renting and ...",Passed all validation checks,0.85
167,22.0,percentage,2024,training_metric,"other
construction
financial intermediation
wholesale and retail trade
real estate, renting and ...",Passed all validation checks,0.85
168,76.0,percentage,2024,training_metric,"time savings from generative ai usage 
percentage of businesses, %
76%
of businesses reported 
e...",Passed all validation checks,0.85
169,5.0,number,2024,comparison_metrics,nan,Passed all validation checks,0.85
170,83.0,percentage,2024,comparative_metric,"eir 
balance of resources and agility. compared to small businesses, medium firms have greater acce...",Passed all validation checks,0.85
171,73.0,percentage,2024,comparative_metric,"eir 
balance of resources and agility. compared to small businesses, medium firms have greater acce...",Passed all validation checks,0.85
1536,10.0,percentage,2025,revenue,ificant time savings and half report a revenue increase of 10% or more. with many companies still at...,Passed all validation checks,0.85
1537,70.0,percentage,2025,percentages,inesses today are using gai for innovation and creativity (70%) than to automate repetitive tasks (6...,Passed all validation checks,0.85
1538,60.0,percentage,2025,percentages,ion and creativity (70%) than to automate repetitive tasks (60%) or simplify processes (54%). busine...,Passed all validation checks,0.85
